state,county,2023_violent_crime,2023_property_crime,2023_metro_status
Tennessee,Scott,45.0,108.0,Non-Metro
Tennessee,Sevier,148.0,553.0,Non-Metro
Tennessee,Van Buren,11.0,18.0,Non-Metro
Tennessee,Warren,89.0,225.0,Non-Metro
Tennessee,Wayne,9.0,63.0,Non-Metro
Tennessee,Weakley,26.0,93.0,Non-Metro
Tennessee,White,28.0,96.0,Non-Metro
Texas,Aransas,79.0,137.0,Metro
Texas,Armstrong,2.0,11.0,Metro
Texas,Atascosa,74.0,470.0,Metro
Texas,Austin,40.0,108.0,Metro
Texas,Bandera,27.0,154.0,Metro
Texas,Bastrop,237.0,611.0,Metro
Texas,Bell,64.0,593.0,Metro
Texas,Bexar,973.0,6871.0,Metro
Texas,Bowie,53.0,321.0,Metro
Texas,Brazoria,201.0,1381.0,Metro
Texas,Brazos,54.0,237.0,Metro
Texas,Burleson,23.0,90.0,Metro
Texas,Caldwell,56.0,138.0,Metro
Texas,Callahan,10.0,51.0,Metro
Texas,Cameron,285.0,778.0,Metro
Texas,Carson,9.0,31.0,Metro
Texas,Chambers,104.0,722.0,Metro
Texas,Clay,26.0,82.0,Metro
Texas,Cochran,5.0,21.0,Metro
Texas,Collin,70.0,369.0,Metro
Texas,Comal,119.0,775.0,Metro
Texas,Coryell,24.0,75.0,Metro
Texas,Crosby,1.0,32.0,Metro
Texas,Dallas,20.0,165.0,Metro
Texas,Denton,69.0,470.0,Metro
Texas,Ector,72.0,224.0,Metro
Texas,Ellis,75.0,329.0,Metro
Texas,El Paso,351.0,1024.0,Metro
Texas,Falls,5.0,11.0,Metro
Texas,Fort Bend,852.0,4956.0,Metro
Texas,Galveston,130.0,463.0,Metro
Texas,Garza,7.0,23.0,Metro
Texas,Goliad,13.0,64.0,Metro
Texas,Grayson,71.0,262.0,Metro
Texas,Gregg,43.0,227.0,Metro
Texas,Hardin,48.0,207.0,Metro
Texas,Harris,10173.0,50545.0,Metro
Texas,Harrison,49.0,398.0,Metro
Texas,Hays,170.0,822.0,Metro
Texas,Hidalgo,600.0,2962.0,Metro
Texas,Hockley,1.0,53.0,Metro
Texas,Hudspeth,3.0,7.0,Metro
Texas,Hunt,176.0,480.0,Metro
Texas,Irion,0.0,9.0,Metro
Texas,Jefferson,74.0,303.0,Metro
Texas,Johnson,171.0,411.0,Metro
Texas,Jones,6.0,39.0,Metro
Texas,Kaufman,141.0,503.0,Metro
Texas,Kendall,18.0,102.0,Metro
Texas,Lampasas,12.0,28.0,Metro
Texas,Liberty,204.0,800.0,Metro
Texas,Lubbock,148.0,450.0,Metro
Texas,Lynn,2.0,8.0,Metro
Texas,Martin,2.0,195.0,Metro
Texas,Maverick,90.0,413.0,Metro
Texas,McLennan,103.0,364.0,Metro
Texas,Medina,63.0,234.0,Metro
Texas,Midland,192.0,787.0,Metro
Texas,Montgomery,1193.0,5239.0,Metro
Texas,Nueces,46.0,127.0,Metro
Texas,Oldham,1.0,8.0,Metro
Texas,Orange,69.0,300.0,Metro
Texas,Parker,148.0,994.0,Metro
Texas,Potter,48.0,129.0,Metro
Texas,Randall,50.0,80.0,Metro
Texas,Robertson,15.0,81.0,Metro
Texas,Rockwall,25.0,57.0,Metro
Texas,Rusk,36.0,221.0,Metro
Texas,San Jacinto,18.0,147.0,Metro
Texas,Smith,271.0,770.0,Metro
Texas,Tarrant,132.0,801.0,Metro
Texas,Taylor,30.0,111.0,Metro
Texas,Tom Green,38.0,148.0,Metro
Texas,Travis,932.0,4239.0,Metro
Texas,Victoria,65.0,188.0,Metro
Texas,Waller,73.0,416.0,Metro
Texas,Webb,54.0,132.0,Metro
Texas,Wichita,8.0,58.0,Metro
Texas,Williamson,217.0,1603.0,Metro
Texas,Wilson,62.0,347.0,Metro
Texas,Wise,110.0,471.0,Metro
Texas,Andrews,4.0,116.0,Non-Metro
Texas,Angelina,175.0,571.0,Non-Metro
Texas,Bailey,2.0,11.0,Non-Metro
Texas,Baylor,0.0,6.0,Non-Metro
Texas,Bee,30.0,132.0,Non-Metro
Texas,Blanco,8.0,32.0,Non-Metro
Texas,Borden,2.0,7.0,Non-Metro
Texas,Brewster,4.0,15.0,Non-Metro
Texas,Briscoe,1.0,11.0,Non-Metro
Texas,Brooks,3.0,7.0,Non-Metro
Texas,Brown,30.0,189.0,Non-Metro
Texas,Burnet,62.0,148.0,Non-Metro
Texas,Calhoun,22.0,45.0,Non-Metro
Texas,Camp,14.0,43.0,Non-Metro
Texas,Cass,7.0,109.0,Non-Metro
Texas,Castro,1.0,11.0,Non-Metro
Texas,Cherokee,78.0,258.0,Non-Metro
Texas,Childress,1.0,4.0,Non-Metro
Texas,Coleman,1.0,11.0,Non-Metro
Texas,Collingsworth,2.0,2.0,Non-Metro
Texas,Colorado,16.0,161.0,Non-Metro
Texas,Comanche,14.0,61.0,Non-Metro
Texas,Concho,0.0,12.0,Non-Metro
Texas,Cooke,15.0,68.0,Non-Metro
Texas,Crane,0.0,27.0,Non-Metro
Texas,Crockett,6.0,34.0,Non-Metro
Texas,Dallam,0.0,2.0,Non-Metro
Texas,Dawson,2.0,27.0,Non-Metro
Texas,Deaf Smith,11.0,61.0,Non-Metro
Texas,Delta,17.0,42.0,Non-Metro
Texas,DeWitt,16.0,59.0,Non-Metro
Texas,Dimmit,24.0,122.0,Non-Metro
Texas,Donley,8.0,16.0,Non-Metro
Texas,Eastland,30.0,46.0,Non-Metro
Texas,Edwards,6.0,25.0,Non-Metro
Texas,Erath,20.0,47.0,Non-Metro
Texas,Fannin,62.0,117.0,Non-Metro
Texas,Fayette,26.0,85.0,Non-Metro
Texas,Fisher,7.0,23.0,Non-Metro
Texas,Floyd,7.0,23.0,Non-Metro
Texas,Foard,0.0,0.0,Non-Metro
Texas,Franklin,14.0,38.0,Non-Metro
Texas,Freestone,30.0,65.0,Non-Metro
Texas,Frio,8.0,84.0,Non-Metro
Texas,Gaines,12.0,70.0,Non-Metro
Texas,Gillespie,10.0,30.0,Non-Metro
Texas,Glasscock,0.0,57.0,Non-Metro
Texas,Gonzales,38.0,105.0,Non-Metro
Texas,Gray,4.0,37.0,Non-Metro
Texas,Grimes,60.0,169.0,Non-Metro
Texas,Hall,0.0,7.0,Non-Metro
Texas,Hamilton,4.0,3.0,Non-Metro
Texas,Hansford,0.0,7.0,Non-Metro
Texas,Hardeman,0.0,14.0,Non-Metro
Texas,Hartley,3.0,14.0,Non-Metro
Texas,Haskell,1.0,16.0,Non-Metro
Texas,Hemphill,0.0,14.0,Non-Metro
Texas,Henderson,161.0,522.0,Non-Metro
Texas,Hill,44.0,229.0,Non-Metro
Texas,Hood,94.0,329.0,Non-Metro
Texas,Hopkins,19.0,33.0,Non-Metro
Texas,Houston,19.0,104.0,Non-Metro
Texas,Howard,49.0,284.0,Non-Metro
Texas,Hutchinson,13.0,39.0,Non-Metro
Texas,Jack,10.0,8.0,Non-Metro
Texas,Jackson,7.0,39.0,Non-Metro
Texas,Jasper,21.0,171.0,Non-Metro
Texas,Jeff Davis,7.0,14.0,Non-Metro
Texas,Jim Hogg,6.0,34.0,Non-Metro
Texas,Jim Wells,80.0,228.0,Non-Metro
Texas,Karnes,5.0,38.0,Non-Metro
Texas,Kenedy,1.0,1.0,Non-Metro
Texas,Kerr,37.0,175.0,Non-Metro
Texas,Kimble,0.0,8.0,Non-Metro
Texas,King,0.0,0.0,Non-Metro
Texas,Kinney,1.0,5.0,Non-Metro
Texas,Kleberg,13.0,40.0,Non-Metro
Texas,Lamar,47.0,92.0,Non-Metro
Texas,Lamb,6.0,40.0,Non-Metro
Texas,Lavaca,15.0,50.0,Non-Metro
Texas,Lee,19.0,86.0,Non-Metro
Texas,Leon,16.0,135.0,Non-Metro
Texas,Limestone,64.0,134.0,Non-Metro
Texas,Lipscomb,1.0,10.0,Non-Metro
Texas,Live Oak,12.0,57.0,Non-Metro
Texas,Llano,35.0,113.0,Non-Metro
Texas,Loving,0.0,30.0,Non-Metro
Texas,Madison,7.0,46.0,Non-Metro
Texas,Mason,2.0,6.0,Non-Metro
Texas,Matagorda,78.0,207.0,Non-Metro
Texas,McCulloch,1.0,19.0,Non-Metro
Texas,Milam,15.0,54.0,Non-Metro
Texas,Mills,12.0,22.0,Non-Metro
Texas,Montague,18.0,73.0,Non-Metro
Texas,Moore,5.0,49.0,Non-Metro
Texas,Morris,14.0,54.0,Non-Metro
Texas,Motley,1.0,27.0,Non-Metro
Texas,Nacogdoches,36.0,160.0,Non-Metro
Texas,Navarro,46.0,167.0,Non-Metro
Texas,Newton,5.0,27.0,Non-Metro
Texas,Nolan,6.0,37.0,Non-Metro
Texas,Ochiltree,3.0,11.0,Non-Metro
Texas,Palo Pinto,39.0,138.0,Non-Metro
Texas,Panola,17.0,45.0,Non-Metro
Texas,Parmer,3.0,17.0,Non-Metro
Texas,Pecos,17.0,37.0,Non-Metro
Texas,Polk,92.0,422.0,Non-Metro
Texas,Presidio,0.0,0.0,Non-Metro
Texas,Rains,17.0,18.0,Non-Metro
Texas,Reagan,4.0,33.0,Non-Metro
Texas,Real,2.0,32.0,Non-Metro
Texas,Red River,18.0,55.0,Non-Metro
Texas,Reeves,10.0,134.0,Non-Metro
Texas,Refugio,4.0,26.0,Non-Metro
Texas,Roberts,0.0,0.0,Non-Metro
Texas,Runnels,0.0,15.0,Non-Metro
Texas,Sabine,19.0,50.0,Non-Metro
Texas,San Augustine,10.0,37.0,Non-Metro
Texas,Schleicher,3.0,6.0,Non-Metro
Texas,Scurry,5.0,41.0,Non-Metro
Texas,Shackelford,4.0,3.0,Non-Metro
Texas,Shelby,18.0,88.0,Non-Metro
Texas,Somervell,5.0,63.0,Non-Metro
Texas,Starr,74.0,171.0,Non-Metro
Texas,Stephens,5.0,29.0,Non-Metro
Texas,Sterling,2.0,6.0,Non-Metro
Texas,Sutton,0.0,1.0,Non-Metro
Texas,Swisher,0.0,13.0,Non-Metro
Texas,Terrell,0.0,0.0,Non-Metro
Texas,Terry,2.0,28.0,Non-Metro
Texas,Throckmorton,1.0,5.0,Non-Metro
Texas,Titus,40.0,107.0,Non-Metro
Texas,Trinity,21.0,107.0,Non-Metro
Texas,Tyler,19.0,116.0,Non-Metro
Texas,Upton,4.0,19.0,Non-Metro
Texas,Uvalde,16.0,65.0,Non-Metro
Texas,Val Verde,50.0,139.0,Non-Metro
Texas,Van Zandt,40.0,203.0,Non-Metro
Texas,Walker,50.0,243.0,Non-Metro
Texas,Ward,11.0,142.0,Non-Metro
Texas,Washington,25.0,86.0,Non-Metro
Texas,Wharton,39.0,255.0,Non-Metro
Texas,Wheeler,11.0,19.0,Non-Metro
Texas,Wilbarger,2.0,9.0,Non-Metro
Texas,Willacy,15.0,40.0,Non-Metro
Texas,Winkler,9.0,54.0,Non-Metro
Texas,Wood,58.0,177.0,Non-Metro
Texas,Yoakum,16.0,31.0,Non-Metro
Texas,Young,4.0,8.0,Non-Metro
Texas,Zapata,7.0,71.0,Non-Metro
Texas,Zavala,22.0,29.0,Non-Metro
Utah,Cache,72.0,222.0,Metro
Utah,Davis,35.0,137.0,Metro
Utah,Salt Lake County Unified Police Department,454.0,4262.0,Metro
Utah,Tooele,54.0,260.0,Metro
Utah,Utah,79.0,347.0,Metro
Utah,Washington,38.0,102.0,Metro
Utah,Weber,114.0,460.0,Metro
Utah,Beaver,6.0,48.0,Non-Metro
Utah,Box Elder,13.0,82.0,Non-Metro
Utah,Carbon,15.0,33.0,Non-Metro
Utah,Duchesne,56.0,199.0,Non-Metro
Utah,Emery,14.0,59.0,Non-Metro
Utah,Garfield,9.0,31.0,Non-Metro
Utah,Grand,17.0,43.0,Non-Metro
Utah,Iron,39.0,152.0,Non-Metro
Utah,Kane,13.0,15.0,Non-Metro
Utah,Millard,25.0,118.0,Non-Metro
Utah,San Juan,14.0,5.0,Non-Metro
Utah,Sanpete,20.0,46.0,Non-Metro
Utah,Sevier,7.0,37.0,Non-Metro
Utah,Summit,62.0,279.0,Non-Metro
Utah,Uintah,38.0,97.0,Non-Metro
Utah,Wasatch,33.0,75.0,Non-Metro
Vermont,Chittenden,1.0,4.0,Metro
Vermont,Franklin,14.0,188.0,Metro
Vermont,Grand Isle,1.0,17.0,Metro
Vermont,Addison,0.0,3.0,Non-Metro
Vermont,Bennington,0.0,9.0,Non-Metro
Vermont,Caledonia,1.0,1.0,Non-Metro
Vermont,Essex,4.0,2.0,Non-Metro
Vermont,Lamoille,5.0,56.0,Non-Metro
Vermont,Orange,0.0,1.0,Non-Metro
Vermont,Orleans,4.0,57.0,Non-Metro
Vermont,Rutland,3.0,17.0,Non-Metro
Vermont,Washington,0.0,4.0,Non-Metro
Vermont,Windham,1.0,8.0,Non-Metro
Vermont,Windsor,1.0,2.0,Non-Metro
Virginia,Albemarle County Police Department,145.0,1826.0,Metro
Virginia,Amelia,15.0,123.0,Metro
Virginia,Amherst,75.0,277.0,Metro
Virginia,Appomattox,17.0,83.0,Metro
Virginia,Arlington County Police Department,652.0,4245.0,Metro
Virginia,Augusta,75.0,636.0,Metro
Virginia,Bedford,85.0,405.0,Metro
Virginia,Botetourt,48.0,239.0,Metro
Virginia,Campbell,75.0,492.0,Metro
Virginia,Charles City,8.0,35.0,Metro
Virginia,Chesterfield County Police Department,765.0,5886.0,Metro
Virginia,Clarke,2.0,41.0,Metro
Virginia,Craig,5.0,28.0,Metro
Virginia,Culpeper,26.0,103.0,Metro
Virginia,Dinwiddie,101.0,293.0,Metro
Virginia,Fairfax County Police Department,1323.0,17969.0,Metro
Virginia,Fauquier,50.0,184.0,Metro
Virginia,Floyd,9.0,71.0,Metro
Virginia,Fluvanna,40.0,166.0,Metro
Virginia,Franklin,47.0,336.0,Metro
Virginia,Frederick,43.0,811.0,Metro
Virginia,Giles,16.0,63.0,Metro
Virginia,Gloucester,46.0,426.0,Metro
Virginia,Goochland,21.0,164.0,Metro
Virginia,Greene,19.0,148.0,Metro
Virginia,Hanover,199.0,996.0,Metro
Virginia,Henrico County Police Department,641.0,7413.0,Metro
Virginia,Isle of Wight,40.0,165.0,Metro
Virginia,James City County Police Department,96.0,656.0,Metro
Virginia,King and Queen,8.0,33.0,Metro
Virginia,King William,20.0,60.0,Metro
Virginia,Loudoun,293.0,2535.0,Metro
Virginia,Mathews,2.0,70.0,Metro
Virginia,Montgomery,66.0,247.0,Metro
Virginia,Nelson,38.0,119.0,Metro
Virginia,New Kent,40.0,178.0,Metro
Virginia,Powhatan,36.0,184.0,Metro
Virginia,Prince George County Police Department,141.0,440.0,Metro
Virginia,Prince William County Police Department,1297.0,6468.0,Metro
Virginia,Pulaski,33.0,396.0,Metro
Virginia,Rappahannock,14.0,19.0,Metro
Virginia,Roanoke County Police Department,204.0,1018.0,Metro
Virginia,Rockingham,88.0,271.0,Metro
Virginia,Scott,31.0,227.0,Metro
Virginia,Spotsylvania,340.0,709.0,Metro
Virginia,Stafford,320.0,1434.0,Metro
Virginia,Surry,7.0,39.0,Metro
Virginia,Sussex,36.0,120.0,Metro
Virginia,Warren,26.0,148.0,Metro
Virginia,Washington,52.0,552.0,Metro
Virginia,York,125.0,1017.0,Metro
Virginia,Accomack,88.0,245.0,Non-Metro
Virginia,Alleghany,30.0,70.0,Non-Metro
Virginia,Brunswick,9.0,76.0,Non-Metro
Virginia,Buchanan,30.0,168.0,Non-Metro
Virginia,Buckingham,12.0,147.0,Non-Metro
Virginia,Caroline,98.0,213.0,Non-Metro
Virginia,Carroll,28.0,179.0,Non-Metro
Virginia,Charlotte,14.0,70.0,Non-Metro
Virginia,Cumberland,14.0,35.0,Non-Metro
Virginia,Dickenson,23.0,85.0,Non-Metro
Virginia,Essex,12.0,56.0,Non-Metro
Virginia,Grayson,23.0,95.0,Non-Metro
Virginia,Greensville,15.0,76.0,Non-Metro
Virginia,Halifax,23.0,137.0,Non-Metro
Virginia,Henry,147.0,579.0,Non-Metro
Virginia,Highland,1.0,20.0,Non-Metro
Virginia,King George,35.0,222.0,Non-Metro
Virginia,Lancaster,27.0,65.0,Non-Metro
Virginia,Lee,29.0,227.0,Non-Metro
Virginia,Louisa,30.0,284.0,Non-Metro
Virginia,Lunenburg,15.0,29.0,Non-Metro
Virginia,Madison,15.0,79.0,Non-Metro
Virginia,Mecklenburg,47.0,107.0,Non-Metro
Virginia,Middlesex,15.0,77.0,Non-Metro
Virginia,Northampton,16.0,46.0,Non-Metro
Virginia,Northumberland,28.0,86.0,Non-Metro
Virginia,Nottoway,18.0,58.0,Non-Metro
Virginia,Orange,70.0,149.0,Non-Metro
Virginia,Page,18.0,131.0,Non-Metro
Virginia,Patrick,43.0,216.0,Non-Metro
Virginia,Pittsylvania,55.0,362.0,Non-Metro
Virginia,Prince Edward,37.0,56.0,Non-Metro
Virginia,Richmond,5.0,14.0,Non-Metro
Virginia,Rockbridge,42.0,216.0,Non-Metro
Virginia,Russell,39.0,150.0,Non-Metro
Virginia,Shenandoah,35.0,164.0,Non-Metro
Virginia,Smyth,21.0,136.0,Non-Metro
Virginia,Southampton,26.0,157.0,Non-Metro
Virginia,Tazewell,48.0,347.0,Non-Metro
Virginia,Westmoreland,26.0,100.0,Non-Metro
Virginia,Wise,57.0,234.0,Non-Metro
Virginia,Wythe,18.0,140.0,Non-Metro
Washington,Asotin,20.0,119.0,Metro
Washington,Benton,81.0,410.0,Metro
Washington,Chelan,42.0,283.0,Metro
Washington,Clark,340.0,3130.0,Metro
Washington,Cowlitz,97.0,291.0,Metro
Washington,Douglas,25.0,217.0,Metro
Washington,Franklin,54.0,113.0,Metro
Washington,King,605.0,3947.0,Metro
Washington,Kitsap,534.0,2803.0,Metro
Washington,Pierce,1470.0,7993.0,Metro
Washington,Skagit,85.0,670.0,Metro
Washington,Skamania,12.0,88.0,Metro
Washington,Snohomish,475.0,3647.0,Metro
Washington,Spokane,213.0,2617.0,Metro
Washington,Stevens,45.0,286.0,Metro
Washington,Thurston,230.0,1150.0,Metro
Washington,Walla Walla,38.0,139.0,Metro
Washington,Whatcom,133.0,613.0,Metro
Washington,Yakima,196.0,1098.0,Metro
Washington,Adams,30.0,198.0,Non-Metro
Washington,Clallam,72.0,280.0,Non-Metro
Washington,Columbia,6.0,33.0,Non-Metro
Washington,Ferry,13.0,17.0,Non-Metro
Washington,Garfield,21.0,25.0,Non-Metro
Washington,Grant,82.0,747.0,Non-Metro
Washington,Grays Harbor,60.0,225.0,Non-Metro
Washington,Island,49.0,463.0,Non-Metro
Washington,Jefferson,30.0,232.0,Non-Metro
Washington,Kittitas,15.0,186.0,Non-Metro
Washington,Lewis,75.0,369.0,Non-Metro
Washington,Lincoln,16.0,100.0,Non-Metro
Washington,Mason,88.0,618.0,Non-Metro
Washington,Pend Oreille,10.0,166.0,Non-Metro
Washington,San Juan,9.0,116.0,Non-Metro
Washington,Wahkiakum,11.0,32.0,Non-Metro
Washington,Whitman,10.0,59.0,Non-Metro
West Virginia,Berkeley,121.0,258.0,Metro
West Virginia,Brooke,3.0,1.0,Metro
West Virginia,Cabell,34.0,475.0,Metro
West Virginia,Fayette,46.0,176.0,Metro
West Virginia,Hampshire,14.0,52.0,Metro
West Virginia,Jefferson,24.0,199.0,Metro
West Virginia,Kanawha,390.0,1037.0,Metro
West Virginia,Marshall,5.0,60.0,Metro
West Virginia,Monongalia,51.0,242.0,Metro
West Virginia,Morgan,13.0,41.0,Metro
West Virginia,Putnam,20.0,134.0,Metro
West Virginia,Raleigh,81.0,537.0,Metro
West Virginia,Barbour,28.0,8.0,Non-Metro
West Virginia,Doddridge,21.0,40.0,Non-Metro
West Virginia,Grant,2.0,5.0,Non-Metro
West Virginia,Hardy,3.0,17.0,Non-Metro
West Virginia,Jackson,36.0,22.0,Non-Metro
West Virginia,Lewis,24.0,36.0,Non-Metro
West Virginia,Logan,21.0,5.0,Non-Metro
West Virginia,Mason,8.0,54.0,Non-Metro
West Virginia,McDowell,6.0,0.0,Non-Metro
West Virginia,Mingo,8.0,30.0,Non-Metro
West Virginia,Nicholas,95.0,12.0,Non-Metro
West Virginia,Randolph,63.0,122.0,Non-Metro
West Virginia,Ritchie,2.0,16.0,Non-Metro
West Virginia,Roane,0.0,33.0,Non-Metro
West Virginia,Summers,0.0,16.0,Non-Metro
West Virginia,Upshur,6.0,2.0,Non-Metro
West Virginia,Wetzel,32.0,26.0,Non-Metro
West Virginia,Wyoming,31.0,40.0,Non-Metro
Wisconsin,Brown,102.0,815.0,Metro
Wisconsin,Calumet,13.0,69.0,Metro
Wisconsin,Chippewa,32.0,138.0,Metro
Wisconsin,Columbia,39.0,108.0,Metro
Wisconsin,Dane,58.0,409.0,Metro
Wisconsin,Douglas,12.0,125.0,Metro
Wisconsin,Eau Claire,20.0,147.0,Metro
Wisconsin,Fond du Lac,48.0,118.0,Metro
Wisconsin,Green,4.0,61.0,Metro
Wisconsin,Kenosha,81.0,595.0,Metro
Wisconsin,Kewaunee,18.0,23.0,Metro
Wisconsin,La Crosse,15.0,141.0,Metro
Wisconsin,Marathon,89.0,295.0,Metro
Wisconsin,Milwaukee,176.0,140.0,Metro
Wisconsin,Oconto,35.0,125.0,Metro
Wisconsin,Outagamie,31.0,200.0,Metro
Wisconsin,Ozaukee,19.0,66.0,Metro
Wisconsin,Pierce,8.0,56.0,Metro
Wisconsin,Racine,49.0,149.0,Metro
Wisconsin,Rock,30.0,179.0,Metro
Wisconsin,Sheboygan,34.0,203.0,Metro
Wisconsin,St. Croix,37.0,236.0,Metro
Wisconsin,Vernon,15.0,32.0,Metro
Wisconsin,Washington,29.0,144.0,Metro
Wisconsin,Waukesha,56.0,322.0,Metro
Wisconsin,Winnebago,21.0,208.0,Metro
Wisconsin,Adams,18.0,88.0,Non-Metro
Wisconsin,Barron,17.0,76.0,Non-Metro
Wisconsin,Buffalo,12.0,19.0,Non-Metro
Wisconsin,Burnett,32.0,153.0,Non-Metro
Wisconsin,Clark,49.0,69.0,Non-Metro
Wisconsin,Crawford,26.0,168.0,Non-Metro
Wisconsin,Dodge,44.0,115.0,Non-Metro
Wisconsin,Door,8.0,42.0,Non-Metro
Wisconsin,Dunn,29.0,85.0,Non-Metro
Wisconsin,Grant,17.0,109.0,Non-Metro
Wisconsin,Green Lake,0.0,27.0,Non-Metro
Wisconsin,Jackson,25.0,95.0,Non-Metro
Wisconsin,Jefferson,22.0,82.0,Non-Metro
Wisconsin,Juneau,35.0,118.0,Non-Metro
Wisconsin,Lafayette,6.0,48.0,Non-Metro
Wisconsin,Lincoln,59.0,105.0,Non-Metro
Wisconsin,Manitowoc,25.0,91.0,Non-Metro
Wisconsin,Marinette,47.0,90.0,Non-Metro
Wisconsin,Marquette,6.0,43.0,Non-Metro
Wisconsin,Menominee,0.0,27.0,Non-Metro
Wisconsin,Monroe,26.0,46.0,Non-Metro
Wisconsin,Oneida,36.0,86.0,Non-Metro
Wisconsin,Polk,30.0,137.0,Non-Metro
Wisconsin,Portage,39.0,132.0,Non-Metro
Wisconsin,Price,11.0,56.0,Non-Metro
Wisconsin,Richland,14.0,26.0,Non-Metro
Wisconsin,Rusk,25.0,35.0,Non-Metro
Wisconsin,Sauk,34.0,170.0,Non-Metro
Wisconsin,Sawyer,49.0,100.0,Non-Metro
Wisconsin,Shawano,21.0,197.0,Non-Metro
Wisconsin,Taylor,13.0,61.0,Non-Metro
Wisconsin,Trempealeau,25.0,38.0,Non-Metro
Wisconsin,Vilas,3.0,61.0,Non-Metro
Wisconsin,Walworth,7.0,145.0,Non-Metro
Wisconsin,Washburn,5.0,58.0,Non-Metro
Wisconsin,Waupaca,18.0,27.0,Non-Metro
Wisconsin,Waushara,9.0,95.0,Non-Metro
Wisconsin,Wood,35.0,83.0,Non-Metro
Wyoming,Laramie,28.0,302.0,Metro
Wyoming,Natrona,10.0,54.0,Metro
Wyoming,Albany,10.0,66.0,Non-Metro
Wyoming,Campbell,40.0,112.0,Non-Metro
Wyoming,Converse,3.0,32.0,Non-Metro
Wyoming,Crook,5.0,14.0,Non-Metro
Wyoming,Goshen,3.0,21.0,Non-Metro
Wyoming,Hot Springs,0.0,4.0,Non-Metro
Wyoming,Johnson,6.0,19.0,Non-Metro
Wyoming,Lincoln,14.0,56.0,Non-Metro
Wyoming,Niobrara,4.0,6.0,Non-Metro
Wyoming,Park,19.0,77.0,Non-Metro
Wyoming,Sheridan,3.0,50.0,Non-Metro
Wyoming,Sublette,6.0,22.0,Non-Metro
Wyoming,Sweetwater,9.0,85.0,Non-Metro
Wyoming,Teton,2.0,38.0,Non-Metro
Wyoming,Uinta,9.0,42.0,Non-Metro
Wyoming,Washakie,0.0,18.0,Non-Metro
Wyoming,Weston,4.0,17.0,Non-Metro
