state,county,2023_violent_crime,2023_property_crime,2023_metro_status
New Jersey,Cape May,0.0,0.0,Metro
New Jersey,Cumberland,0.0,0.0,Metro
New Jersey,Essex,50.0,101.0,Metro
New Jersey,Gloucester,0.0,2.0,Metro
New Jersey,Hudson,0.0,0.0,Metro
New Jersey,Hunterdon,0.0,0.0,Metro
New Jersey,Mercer,3.0,5.0,Metro
New Jersey,Middlesex,0.0,0.0,Metro
New Jersey,Monmouth,14.0,1.0,Metro
New Jersey,Morris,0.0,0.0,Metro
New Jersey,Passaic,0.0,4.0,Metro
New Jersey,Salem,0.0,0.0,Metro
New Jersey,Somerset,0.0,0.0,Metro
New Jersey,Sussex,0.0,0.0,Metro
New Jersey,Warren,0.0,0.0,Metro
New Mexico,Bernalillo,779.0,2018.0,Metro
New Mexico,Dona Ana,274.0,1017.0,Metro
New Mexico,San Juan,270.0,481.0,Metro
New Mexico,Santa Fe,104.0,323.0,Metro
New Mexico,Torrance,53.0,146.0,Metro
New Mexico,Valencia,200.0,554.0,Metro
New Mexico,Chaves,81.0,156.0,Non-Metro
New Mexico,Curry,26.0,103.0,Non-Metro
New Mexico,De Baca,12.0,12.0,Non-Metro
New Mexico,Eddy,56.0,302.0,Non-Metro
New Mexico,Guadalupe,0.0,9.0,Non-Metro
New Mexico,Hidalgo,3.0,9.0,Non-Metro
New Mexico,Lea,78.0,582.0,Non-Metro
New Mexico,McKinley,65.0,159.0,Non-Metro
New Mexico,Mora,13.0,7.0,Non-Metro
New Mexico,Quay,1.0,27.0,Non-Metro
New Mexico,Sierra,18.0,50.0,Non-Metro
New Mexico,Socorro,24.0,66.0,Non-Metro
New York,Broome,44.0,552.0,Metro
New York,Chemung,14.0,167.0,Metro
New York,Dutchess,40.0,337.0,Metro
New York,Erie,53.0,525.0,Metro
New York,Herkimer,0.0,22.0,Metro
New York,Jefferson,11.0,164.0,Metro
New York,Livingston,21.0,218.0,Metro
New York,Madison,15.0,101.0,Metro
New York,Monroe,199.0,2258.0,Metro
New York,Nassau,1868.0,14609.0,Metro
New York,Niagara,38.0,570.0,Metro
New York,Oneida,54.0,202.0,Metro
New York,Onondaga,211.0,1481.0,Metro
New York,Ontario,48.0,627.0,Metro
New York,Orleans,15.0,101.0,Metro
New York,Oswego,52.0,200.0,Metro
New York,Putnam,13.0,192.0,Metro
New York,Rensselaer,29.0,223.0,Metro
New York,Saratoga,102.0,1325.0,Metro
New York,Schenectady,0.0,5.0,Metro
New York,Schoharie,0.0,14.0,Metro
New York,Suffolk,39.0,0.0,Metro
New York,Suffolk County Police Department,643.0,7638.0,Metro
New York,Tioga,16.0,115.0,Metro
New York,Tompkins,35.0,270.0,Metro
New York,Ulster,14.0,99.0,Metro
New York,Warren,34.0,565.0,Metro
New York,Washington,28.0,130.0,Metro
New York,Wayne,63.0,318.0,Metro
New York,Westchester Public Safety,10.0,153.0,Metro
New York,Cattaraugus,32.0,189.0,Non-Metro
New York,Chautauqua,39.0,339.0,Non-Metro
New York,Columbia,19.0,243.0,Non-Metro
New York,Cortland,10.0,258.0,Non-Metro
New York,Delaware,14.0,72.0,Non-Metro
New York,Franklin,0.0,0.0,Non-Metro
New York,Fulton,14.0,151.0,Non-Metro
New York,Genesee,25.0,295.0,Non-Metro
New York,Greene,4.0,27.0,Non-Metro
New York,Lewis,6.0,43.0,Non-Metro
New York,Montgomery,14.0,205.0,Non-Metro
New York,Otsego,1.0,19.0,Non-Metro
New York,Schuyler,3.0,29.0,Non-Metro
New York,Seneca,6.0,94.0,Non-Metro
New York,Steuben,23.0,118.0,Non-Metro
New York,St. Lawrence,12.0,37.0,Non-Metro
New York,Sullivan,21.0,254.0,Non-Metro
New York,Wyoming,12.0,92.0,Non-Metro
New York,Yates,12.0,67.0,Non-Metro
North Carolina,Alamance,179.0,556.0,Metro
North Carolina,Alexander,99.0,303.0,Metro
North Carolina,Anson,36.0,137.0,Metro
North Carolina,Brunswick,189.0,785.0,Metro
North Carolina,Buncombe,178.0,1140.0,Metro
North Carolina,Burke,169.0,809.0,Metro
North Carolina,Cabarrus,58.0,498.0,Metro
North Carolina,Caldwell,65.0,718.0,Metro
North Carolina,Camden,12.0,70.0,Metro
North Carolina,Chatham,121.0,498.0,Metro
North Carolina,Currituck,80.0,238.0,Metro
North Carolina,Davie,135.0,645.0,Metro
North Carolina,Edgecombe,75.0,234.0,Metro
North Carolina,Forsyth,270.0,1347.0,Metro
North Carolina,Gaston,7.0,2.0,Metro
North Carolina,Gaston County Police Department,146.0,794.0,Metro
North Carolina,Gates,14.0,84.0,Metro
North Carolina,Guilford,271.0,965.0,Metro
North Carolina,Henderson,114.0,641.0,Metro
North Carolina,Hoke,288.0,715.0,Metro
North Carolina,Iredell,166.0,690.0,Metro
North Carolina,Johnston,147.0,1418.0,Metro
North Carolina,Lincoln,119.0,823.0,Metro
North Carolina,Madison,19.0,87.0,Metro
North Carolina,Moore,80.0,371.0,Metro
North Carolina,Nash,70.0,258.0,Metro
North Carolina,New Hanover,133.0,1208.0,Metro
North Carolina,Orange,92.0,414.0,Metro
North Carolina,Pender,77.0,437.0,Metro
North Carolina,Person,74.0,322.0,Metro
North Carolina,Pitt,183.0,621.0,Metro
North Carolina,Rockingham,77.0,476.0,Metro
North Carolina,Rowan,126.0,709.0,Metro
North Carolina,Union,186.0,1309.0,Metro
North Carolina,Wake,242.0,1138.0,Metro
North Carolina,Wayne,186.0,1189.0,Metro
North Carolina,Yadkin,43.0,268.0,Metro
North Carolina,Ashe,35.0,162.0,Non-Metro
North Carolina,Avery,29.0,135.0,Non-Metro
North Carolina,Bladen,40.0,264.0,Non-Metro
North Carolina,Carteret,44.0,447.0,Non-Metro
North Carolina,Caswell,16.0,75.0,Non-Metro
North Carolina,Cherokee,70.0,517.0,Non-Metro
North Carolina,Chowan,13.0,68.0,Non-Metro
North Carolina,Clay,9.0,205.0,Non-Metro
North Carolina,Cleveland,180.0,587.0,Non-Metro
North Carolina,Craven,118.0,492.0,Non-Metro
North Carolina,Dare,40.0,149.0,Non-Metro
North Carolina,Granville,70.0,257.0,Non-Metro
North Carolina,Greene,66.0,223.0,Non-Metro
North Carolina,Halifax,110.0,353.0,Non-Metro
North Carolina,Harnett,277.0,1325.0,Non-Metro
North Carolina,Haywood,87.0,537.0,Non-Metro
North Carolina,Hertford,24.0,92.0,Non-Metro
North Carolina,Lee,32.0,182.0,Non-Metro
North Carolina,Macon,35.0,345.0,Non-Metro
North Carolina,Martin,60.0,163.0,Non-Metro
North Carolina,McDowell,57.0,520.0,Non-Metro
North Carolina,Montgomery,105.0,194.0,Non-Metro
North Carolina,Pamlico,23.0,152.0,Non-Metro
North Carolina,Pasquotank,71.0,206.0,Non-Metro
North Carolina,Perquimans,35.0,132.0,Non-Metro
North Carolina,Polk,27.0,151.0,Non-Metro
North Carolina,Richmond,179.0,835.0,Non-Metro
North Carolina,Robeson,1159.0,2180.0,Non-Metro
North Carolina,Rutherford,71.0,291.0,Non-Metro
North Carolina,Sampson,108.0,734.0,Non-Metro
North Carolina,Scotland,110.0,238.0,Non-Metro
North Carolina,Stanly,45.0,221.0,Non-Metro
North Carolina,Swain,23.0,74.0,Non-Metro
North Carolina,Transylvania,35.0,190.0,Non-Metro
North Carolina,Tyrrell,6.0,46.0,Non-Metro
North Carolina,Vance,99.0,497.0,Non-Metro
North Carolina,Warren,92.0,289.0,Non-Metro
North Carolina,Watauga,26.0,191.0,Non-Metro
North Carolina,Wilkes,116.0,484.0,Non-Metro
North Carolina,Wilson,43.0,228.0,Non-Metro
North Carolina,Yancey,10.0,85.0,Non-Metro
North Dakota,Burleigh,14.0,109.0,Metro
North Dakota,Cass,23.0,146.0,Metro
North Dakota,Grand Forks,20.0,74.0,Metro
North Dakota,McHenry,0.0,21.0,Metro
North Dakota,Morton,10.0,65.0,Metro
North Dakota,Oliver,0.0,0.0,Metro
North Dakota,Ward,40.0,72.0,Metro
North Dakota,Adams,2.0,2.0,Non-Metro
North Dakota,Barnes,0.0,3.0,Non-Metro
North Dakota,Billings,0.0,4.0,Non-Metro
North Dakota,Bowman,0.0,1.0,Non-Metro
North Dakota,Burke,0.0,4.0,Non-Metro
North Dakota,Cavalier,2.0,14.0,Non-Metro
North Dakota,Dickey,1.0,0.0,Non-Metro
North Dakota,Divide,1.0,4.0,Non-Metro
North Dakota,Dunn,2.0,22.0,Non-Metro
North Dakota,Emmons,1.0,47.0,Non-Metro
North Dakota,Foster,0.0,4.0,Non-Metro
North Dakota,Golden Valley,4.0,4.0,Non-Metro
North Dakota,Grant,0.0,2.0,Non-Metro
North Dakota,Griggs,1.0,1.0,Non-Metro
North Dakota,Hettinger,1.0,8.0,Non-Metro
North Dakota,Kidder,2.0,7.0,Non-Metro
North Dakota,Lamoure,0.0,6.0,Non-Metro
North Dakota,Logan,1.0,1.0,Non-Metro
North Dakota,McIntosh,1.0,10.0,Non-Metro
North Dakota,McKenzie,23.0,81.0,Non-Metro
North Dakota,McLean,12.0,51.0,Non-Metro
North Dakota,Mercer,1.0,19.0,Non-Metro
North Dakota,Mountrail,5.0,48.0,Non-Metro
North Dakota,Pembina,4.0,19.0,Non-Metro
North Dakota,Pierce,2.0,11.0,Non-Metro
North Dakota,Ransom,1.0,33.0,Non-Metro
North Dakota,Richland,2.0,53.0,Non-Metro
North Dakota,Rolette,4.0,13.0,Non-Metro
North Dakota,Sargent,3.0,12.0,Non-Metro
North Dakota,Sheridan,0.0,7.0,Non-Metro
North Dakota,Sioux,1.0,1.0,Non-Metro
North Dakota,Slope,0.0,0.0,Non-Metro
North Dakota,Stark,4.0,62.0,Non-Metro
North Dakota,Steele,0.0,4.0,Non-Metro
North Dakota,Stutsman,4.0,30.0,Non-Metro
North Dakota,Towner,0.0,5.0,Non-Metro
North Dakota,Traill,4.0,24.0,Non-Metro
North Dakota,Walsh,7.0,30.0,Non-Metro
North Dakota,Wells,0.0,6.0,Non-Metro
North Dakota,Williams,15.0,113.0,Non-Metro
Ohio,Allen,79.0,677.0,Metro
Ohio,Ashtabula,57.0,457.0,Metro
Ohio,Belmont,73.0,111.0,Metro
Ohio,Butler,57.0,693.0,Metro
Ohio,Clark,31.0,300.0,Metro
Ohio,Clermont,64.0,514.0,Metro
Ohio,Delaware,66.0,958.0,Metro
Ohio,Erie,9.0,78.0,Metro
Ohio,Fairfield,95.0,870.0,Metro
Ohio,Franklin,148.0,908.0,Metro
Ohio,Greene,32.0,258.0,Metro
Ohio,Hamilton,184.0,1750.0,Metro
Ohio,Lorain,83.0,352.0,Metro
Ohio,Lucas,47.0,739.0,Metro
Ohio,Madison,34.0,230.0,Metro
Ohio,Mahoning,12.0,70.0,Metro
Ohio,Medina,23.0,236.0,Metro
Ohio,Miami,31.0,280.0,Metro
Ohio,Montgomery,228.0,1191.0,Metro
Ohio,Morrow,43.0,79.0,Metro
Ohio,Perry,11.0,73.0,Metro
Ohio,Pickaway,32.0,388.0,Metro
Ohio,Portage,79.0,549.0,Metro
Ohio,Richland,57.0,456.0,Metro
Ohio,Stark,141.0,1217.0,Metro
Ohio,Summit,137.0,824.0,Metro
Ohio,Trumbull,26.0,250.0,Metro
Ohio,Union,38.0,173.0,Metro
Ohio,Warren,47.0,984.0,Metro
Ohio,Wood,31.0,218.0,Metro
Ohio,Adams,8.0,73.0,Non-Metro
Ohio,Ashland,62.0,54.0,Non-Metro
Ohio,Athens,22.0,321.0,Non-Metro
Ohio,Champaign,30.0,134.0,Non-Metro
Ohio,Clinton,12.0,49.0,Non-Metro
Ohio,Columbiana,34.0,122.0,Non-Metro
Ohio,Coshocton,34.0,355.0,Non-Metro
Ohio,Crawford,13.0,38.0,Non-Metro
Ohio,Darke,0.0,167.0,Non-Metro
Ohio,Defiance,9.0,86.0,Non-Metro
Ohio,Fayette,25.0,188.0,Non-Metro
Ohio,Gallia,29.0,97.0,Non-Metro
Ohio,Hancock,39.0,146.0,Non-Metro
Ohio,Harrison,9.0,64.0,Non-Metro
Ohio,Henry,6.0,102.0,Non-Metro
Ohio,Highland,32.0,173.0,Non-Metro
Ohio,Holmes,2.0,188.0,Non-Metro
Ohio,Jackson,24.0,147.0,Non-Metro
Ohio,Knox,30.0,168.0,Non-Metro
Ohio,Meigs,28.0,159.0,Non-Metro
Ohio,Mercer,7.0,16.0,Non-Metro
Ohio,Monroe,10.0,15.0,Non-Metro
Ohio,Morgan,29.0,70.0,Non-Metro
Ohio,Noble,7.0,50.0,Non-Metro
Ohio,Paulding,18.0,102.0,Non-Metro
Ohio,Pike,40.0,237.0,Non-Metro
Ohio,Preble,13.0,117.0,Non-Metro
Ohio,Putnam,14.0,41.0,Non-Metro
Ohio,Ross,65.0,640.0,Non-Metro
Ohio,Scioto,84.0,509.0,Non-Metro
Ohio,Seneca,14.0,150.0,Non-Metro
Ohio,Shelby,10.0,86.0,Non-Metro
Ohio,Tuscarawas,43.0,291.0,Non-Metro
Ohio,Van Wert,15.0,102.0,Non-Metro
Ohio,Vinton,27.0,72.0,Non-Metro
Ohio,Washington,34.0,142.0,Non-Metro
Oklahoma,Canadian,16.0,134.0,Metro
Oklahoma,Cleveland,41.0,214.0,Metro
Oklahoma,Comanche,4.0,78.0,Metro
Oklahoma,Cotton,13.0,42.0,Metro
Oklahoma,Creek,33.0,281.0,Metro
Oklahoma,Garfield,5.0,84.0,Metro
Oklahoma,Grady,26.0,165.0,Metro
Oklahoma,Lincoln,67.0,271.0,Metro
Oklahoma,Logan,32.0,278.0,Metro
Oklahoma,McClain,15.0,176.0,Metro
Oklahoma,Oklahoma,25.0,113.0,Metro
Oklahoma,Okmulgee,44.0,181.0,Metro
Oklahoma,Osage,52.0,273.0,Metro
Oklahoma,Pawnee,21.0,75.0,Metro
Oklahoma,Rogers,62.0,298.0,Metro
Oklahoma,Sequoyah,71.0,194.0,Metro
Oklahoma,Tulsa,192.0,621.0,Metro
Oklahoma,Wagoner,87.0,263.0,Metro
Oklahoma,Adair,22.0,99.0,Non-Metro
Oklahoma,Alfalfa,10.0,21.0,Non-Metro
Oklahoma,Atoka,18.0,75.0,Non-Metro
Oklahoma,Beaver,2.0,13.0,Non-Metro
Oklahoma,Beckham,5.0,59.0,Non-Metro
Oklahoma,Blaine,24.0,87.0,Non-Metro
Oklahoma,Bryan,46.0,277.0,Non-Metro
Oklahoma,Caddo,15.0,165.0,Non-Metro
Oklahoma,Carter,23.0,150.0,Non-Metro
Oklahoma,Cherokee,46.0,296.0,Non-Metro
Oklahoma,Choctaw,19.0,89.0,Non-Metro
Oklahoma,Cimarron,0.0,3.0,Non-Metro
Oklahoma,Coal,4.0,38.0,Non-Metro
Oklahoma,Craig,19.0,130.0,Non-Metro
Oklahoma,Custer,16.0,34.0,Non-Metro
Oklahoma,Delaware,74.0,284.0,Non-Metro
Oklahoma,Dewey,2.0,49.0,Non-Metro
Oklahoma,Ellis,6.0,30.0,Non-Metro
Oklahoma,Garvin,36.0,191.0,Non-Metro
Oklahoma,Grant,1.0,16.0,Non-Metro
Oklahoma,Greer,4.0,10.0,Non-Metro
Oklahoma,Harmon,4.0,7.0,Non-Metro
Oklahoma,Harper,3.0,10.0,Non-Metro
Oklahoma,Haskell,27.0,63.0,Non-Metro
Oklahoma,Hughes,9.0,102.0,Non-Metro
Oklahoma,Jackson,10.0,18.0,Non-Metro
Oklahoma,Jefferson,7.0,29.0,Non-Metro
Oklahoma,Johnston,12.0,40.0,Non-Metro
Oklahoma,Kay,23.0,102.0,Non-Metro
Oklahoma,Kingfisher,19.0,70.0,Non-Metro
Oklahoma,Kiowa,5.0,18.0,Non-Metro
Oklahoma,Latimer,4.0,49.0,Non-Metro
Oklahoma,Le Flore,43.0,166.0,Non-Metro
Oklahoma,Love,4.0,76.0,Non-Metro
Oklahoma,Major,7.0,43.0,Non-Metro
Oklahoma,Marshall,28.0,124.0,Non-Metro
Oklahoma,Mayes,63.0,292.0,Non-Metro
Oklahoma,McCurtain,56.0,344.0,Non-Metro
Oklahoma,McIntosh,27.0,169.0,Non-Metro
Oklahoma,Murray,6.0,45.0,Non-Metro
Oklahoma,Muskogee,81.0,186.0,Non-Metro
Oklahoma,Noble,9.0,47.0,Non-Metro
Oklahoma,Nowata,17.0,58.0,Non-Metro
Oklahoma,Okfuskee,14.0,121.0,Non-Metro
Oklahoma,Ottawa,35.0,227.0,Non-Metro
Oklahoma,Payne,31.0,202.0,Non-Metro
Oklahoma,Pittsburg,40.0,307.0,Non-Metro
Oklahoma,Pontotoc,0.0,64.0,Non-Metro
Oklahoma,Pottawatomie,64.0,323.0,Non-Metro
Oklahoma,Pushmataha,11.0,97.0,Non-Metro
Oklahoma,Roger Mills,3.0,21.0,Non-Metro
Oklahoma,Seminole,22.0,184.0,Non-Metro
Oklahoma,Stephens,31.0,115.0,Non-Metro
Oklahoma,Texas,5.0,44.0,Non-Metro
Oklahoma,Tillman,3.0,20.0,Non-Metro
Oklahoma,Washington,22.0,91.0,Non-Metro
Oklahoma,Washita,2.0,33.0,Non-Metro
Oklahoma,Woods,2.0,40.0,Non-Metro
Oklahoma,Woodward,13.0,41.0,Non-Metro
Oregon,Benton,22.0,182.0,Metro
Oregon,Clackamas,541.0,4555.0,Metro
Oregon,Columbia,40.0,97.0,Metro
Oregon,Crook,9.0,4.0,Metro
Oregon,Deschutes,64.0,489.0,Metro
Oregon,Jackson,182.0,841.0,Metro
Oregon,Jefferson,7.0,89.0,Metro
Oregon,Josephine,94.0,178.0,Metro
Oregon,Lane,271.0,1236.0,Metro
Oregon,Linn,79.0,760.0,Metro
Oregon,Marion,151.0,1780.0,Metro
Oregon,Multnomah,273.0,1471.0,Metro
Oregon,Polk,59.0,241.0,Metro
Oregon,Washington,490.0,2416.0,Metro
Oregon,Yamhill,59.0,307.0,Metro
Oregon,Baker,4.0,79.0,Non-Metro
Oregon,Clatsop,26.0,150.0,Non-Metro
Oregon,Coos,49.0,443.0,Non-Metro
Oregon,Douglas,118.0,610.0,Non-Metro
Oregon,Gilliam,1.0,35.0,Non-Metro
Oregon,Hood River,15.0,138.0,Non-Metro
Oregon,Klamath,156.0,459.0,Non-Metro
Oregon,Lincoln,42.0,162.0,Non-Metro
Oregon,Malheur,33.0,136.0,Non-Metro
Oregon,Morrow,27.0,139.0,Non-Metro
Oregon,Sherman,1.0,23.0,Non-Metro
Oregon,Tillamook,20.0,145.0,Non-Metro
Oregon,Umatilla,33.0,460.0,Non-Metro
Oregon,Union,16.0,147.0,Non-Metro
Oregon,Wasco,32.0,83.0,Non-Metro
Pennsylvania,Adams,0.0,0.0,Metro
Pennsylvania,Allegheny,9.0,5.0,Metro
Pennsylvania,Allegheny County Police Department,349.0,166.0,Metro
Pennsylvania,Cambria ,0.0,2.0,Metro
Pennsylvania,Franklin,0.0,0.0,Metro
Pennsylvania,Lehigh,0.0,0.0,Metro
Pennsylvania,Lycoming,0.0,0.0,Metro
Pennsylvania,Montgomery,0.0,0.0,Metro
Pennsylvania,Northampton,0.0,0.0,Metro
Pennsylvania,Washington,2.0,1.0,Metro
Pennsylvania,Westmoreland,0.0,0.0,Metro
Pennsylvania,Wyoming,0.0,0.0,Metro
Pennsylvania,York,2.0,0.0,Metro
Pennsylvania,Bradford,0.0,0.0,Non-Metro
Pennsylvania,Greene,0.0,0.0,Non-Metro
Pennsylvania,Mercer,0.0,0.0,Non-Metro
Pennsylvania,Northumberland,0.0,0.0,Non-Metro
Pennsylvania,Pike,0.0,1.0,Non-Metro
Pennsylvania,Schuylkill ,0.0,0.0,Non-Metro
Pennsylvania,Snyder,0.0,0.0,Non-Metro
Pennsylvania,Tioga,0.0,0.0,Non-Metro
Pennsylvania,Union,0.0,0.0,Non-Metro
Pennsylvania,Warren,0.0,0.0,Non-Metro
Pennsylvania,Wayne ,0.0,0.0,Non-Metro
South Carolina,Aiken,328.0,2248.0,Metro
South Carolina,Anderson,629.0,3624.0,Metro
South Carolina,Beaufort,538.0,1744.0,Metro
South Carolina,Berkeley,542.0,2579.0,Metro
South Carolina,Calhoun,26.0,168.0,Metro
South Carolina,Charleston,252.0,1074.0,Metro
South Carolina,Chester,116.0,332.0,Metro
South Carolina,Clarendon,151.0,563.0,Metro
South Carolina,Darlington,400.0,1405.0,Metro
South Carolina,Dorchester,236.0,1314.0,Metro
South Carolina,Edgefield,6.0,125.0,Metro
South Carolina,Fairfield,154.0,325.0,Metro
South Carolina,Florence,583.0,2114.0,Metro
South Carolina,Greenville,1654.0,7212.0,Metro
South Carolina,Horry,0.0,0.0,Metro
South Carolina,Horry County Police Department,811.0,4588.0,Metro
South Carolina,Jasper,207.0,481.0,Metro
South Carolina,Kershaw,124.0,662.0,Metro
South Carolina,Lancaster,284.0,1089.0,Metro
South Carolina,Laurens,194.0,638.0,Metro
South Carolina,Lexington,668.0,4106.0,Metro
South Carolina,Pickens,147.0,756.0,Metro
South Carolina,Richland,2046.0,6911.0,Metro
South Carolina,Saluda,38.0,80.0,Metro
South Carolina,Spartanburg,1244.0,4456.0,Metro
South Carolina,Sumter,395.0,1303.0,Metro
South Carolina,York,256.0,1496.0,Metro
South Carolina,Abbeville,27.0,168.0,Non-Metro
South Carolina,Allendale,11.0,33.0,Non-Metro
South Carolina,Bamberg,19.0,89.0,Non-Metro
South Carolina,Barnwell,68.0,180.0,Non-Metro
South Carolina,Cherokee,115.0,627.0,Non-Metro
South Carolina,Chesterfield,202.0,617.0,Non-Metro
South Carolina,Colleton,185.0,529.0,Non-Metro
South Carolina,Dillon,183.0,408.0,Non-Metro
South Carolina,Greenwood,115.0,615.0,Non-Metro
South Carolina,Hampton,58.0,214.0,Non-Metro
South Carolina,Lee,82.0,308.0,Non-Metro
South Carolina,Marion,118.0,395.0,Non-Metro
South Carolina,Marlboro,121.0,426.0,Non-Metro
South Carolina,McCormick,9.0,50.0,Non-Metro
South Carolina,Newberry,61.0,191.0,Non-Metro
South Carolina,Oconee,179.0,1181.0,Non-Metro
South Carolina,Orangeburg,913.0,1656.0,Non-Metro
South Carolina,Williamsburg,175.0,445.0,Non-Metro
South Dakota,Custer,15.0,60.0,Metro
South Dakota,Lincoln,24.0,172.0,Metro
South Dakota,McCook,4.0,18.0,Metro
South Dakota,Meade,20.0,110.0,Metro
South Dakota,Minnehaha,55.0,193.0,Metro
South Dakota,Pennington,116.0,327.0,Metro
South Dakota,Union,10.0,35.0,Metro
South Dakota,Bon Homme,4.0,3.0,Non-Metro
South Dakota,Brookings,12.0,40.0,Non-Metro
South Dakota,Clay,1.0,26.0,Non-Metro
South Dakota,Codington,5.0,39.0,Non-Metro
South Dakota,Corson,7.0,17.0,Non-Metro
South Dakota,Davison,12.0,6.0,Non-Metro
South Dakota,Day,3.0,22.0,Non-Metro
South Dakota,Deuel,6.0,12.0,Non-Metro
South Dakota,Dewey,1.0,5.0,Non-Metro
South Dakota,Douglas,3.0,12.0,Non-Metro
South Dakota,Fall River,16.0,49.0,Non-Metro
South Dakota,Hamlin,9.0,35.0,Non-Metro
South Dakota,Hughes,12.0,20.0,Non-Metro
South Dakota,Kingsbury,0.0,5.0,Non-Metro
South Dakota,Lake,4.0,23.0,Non-Metro
South Dakota,Lawrence,15.0,21.0,Non-Metro
South Dakota,Marshall,3.0,15.0,Non-Metro
South Dakota,McPherson,1.0,18.0,Non-Metro
South Dakota,Miner,2.0,9.0,Non-Metro
South Dakota,Moody,3.0,2.0,Non-Metro
South Dakota,Perkins,3.0,3.0,Non-Metro
South Dakota,Roberts,14.0,5.0,Non-Metro
South Dakota,Spink,8.0,15.0,Non-Metro
South Dakota,Yankton,9.0,52.0,Non-Metro
Tennessee,Anderson,118.0,274.0,Metro
Tennessee,Blount,279.0,477.0,Metro
Tennessee,Bradley,147.0,439.0,Metro
Tennessee,Campbell,39.0,157.0,Metro
Tennessee,Cannon,4.0,10.0,Metro
Tennessee,Carter,127.0,493.0,Metro
Tennessee,Cheatham,133.0,198.0,Metro
Tennessee,Chester,19.0,66.0,Metro
Tennessee,Crockett,21.0,71.0,Metro
Tennessee,Dickson,135.0,216.0,Metro
Tennessee,Fayette,104.0,162.0,Metro
Tennessee,Gibson,32.0,112.0,Metro
Tennessee,Grainger,62.0,158.0,Metro
Tennessee,Hamblen,152.0,313.0,Metro
Tennessee,Hamilton,201.0,495.0,Metro
Tennessee,Hartsville/Trousdale,18.0,99.0,Metro
Tennessee,Hawkins,37.0,247.0,Metro
Tennessee,Hickman,99.0,215.0,Metro
Tennessee,Jefferson,98.0,335.0,Metro
Tennessee,Knox,566.0,2417.0,Metro
Tennessee,Loudon,102.0,197.0,Metro
Tennessee,Macon,46.0,28.0,Metro
Tennessee,Madison,81.0,221.0,Metro
Tennessee,Marion,41.0,99.0,Metro
Tennessee,Maury,113.0,287.0,Metro
Tennessee,Montgomery,101.0,400.0,Metro
Tennessee,Morgan,59.0,108.0,Metro
Tennessee,Polk,38.0,211.0,Metro
Tennessee,Roane,71.0,165.0,Metro
Tennessee,Robertson,102.0,159.0,Metro
Tennessee,Rutherford,269.0,432.0,Metro
Tennessee,Sequatchie,60.0,99.0,Metro
Tennessee,Shelby,610.0,2768.0,Metro
Tennessee,Smith,7.0,93.0,Metro
Tennessee,Stewart,22.0,45.0,Metro
Tennessee,Sullivan,324.0,664.0,Metro
Tennessee,Sumner,118.0,227.0,Metro
Tennessee,Tipton,134.0,264.0,Metro
Tennessee,Unicoi,18.0,41.0,Metro
Tennessee,Union,28.0,124.0,Metro
Tennessee,Washington,139.0,616.0,Metro
Tennessee,Williamson,165.0,265.0,Metro
Tennessee,Wilson,40.0,380.0,Metro
Tennessee,Bedford,85.0,168.0,Non-Metro
Tennessee,Benton,38.0,80.0,Non-Metro
Tennessee,Bledsoe,3.0,27.0,Non-Metro
Tennessee,Carroll,25.0,73.0,Non-Metro
Tennessee,Claiborne,31.0,118.0,Non-Metro
Tennessee,Clay,16.0,21.0,Non-Metro
Tennessee,Cocke,154.0,331.0,Non-Metro
Tennessee,Coffee,108.0,308.0,Non-Metro
Tennessee,Cumberland,68.0,352.0,Non-Metro
Tennessee,Decatur,13.0,59.0,Non-Metro
Tennessee,DeKalb,34.0,82.0,Non-Metro
Tennessee,Dyer,40.0,153.0,Non-Metro
Tennessee,Fentress,49.0,152.0,Non-Metro
Tennessee,Franklin,56.0,155.0,Non-Metro
Tennessee,Giles,46.0,177.0,Non-Metro
Tennessee,Greene,167.0,564.0,Non-Metro
Tennessee,Grundy,60.0,119.0,Non-Metro
Tennessee,Hancock,20.0,100.0,Non-Metro
Tennessee,Hardeman,69.0,148.0,Non-Metro
Tennessee,Hardin,68.0,234.0,Non-Metro
Tennessee,Haywood,30.0,132.0,Non-Metro
Tennessee,Henderson,62.0,197.0,Non-Metro
Tennessee,Henry,39.0,177.0,Non-Metro
Tennessee,Houston,18.0,29.0,Non-Metro
Tennessee,Humphreys,75.0,94.0,Non-Metro
Tennessee,Jackson,12.0,39.0,Non-Metro
Tennessee,Johnson,45.0,95.0,Non-Metro
Tennessee,Lake,9.0,20.0,Non-Metro
Tennessee,Lauderdale,65.0,134.0,Non-Metro
Tennessee,Lawrence,37.0,92.0,Non-Metro
Tennessee,Lewis,14.0,65.0,Non-Metro
Tennessee,Lincoln,69.0,193.0,Non-Metro
Tennessee,Marshall,43.0,79.0,Non-Metro
Tennessee,McMinn,79.0,220.0,Non-Metro
Tennessee,McNairy,46.0,254.0,Non-Metro
Tennessee,Meigs,29.0,137.0,Non-Metro
Tennessee,Monroe,139.0,395.0,Non-Metro
Tennessee,Moore,14.0,44.0,Non-Metro
Tennessee,Obion,40.0,149.0,Non-Metro
Tennessee,Overton,59.0,105.0,Non-Metro
Tennessee,Perry,12.0,37.0,Non-Metro
Tennessee,Putnam,65.0,277.0,Non-Metro
Tennessee,Rhea,33.0,140.0,Non-Metro
