fips_code,2023_unemployment_rate,2024_unemployment_rate
26057,4.6,5.4
26059,4.1,4.8
26061,4.9,5.4
26063,4.9,5.4
26065,3.9,4.5
26067,3.7,4.5
26069,6.5,7.5
26071,6.5,7.5
26073,4.4,5.2
26075,4.1,4.8
26077,3.6,4.1
26079,5.4,5.6
26081,3.3,3.9
26083,6.3,6.4
26085,6.2,6.8
26087,3.9,4.8
26089,3.9,4.4
26091,4.1,4.8
26093,2.8,3.3
26095,6.8,7.7
26097,9.1,9.7
26099,3.5,4.5
26101,5.5,6.2
26103,4.7,5.1
26105,5.2,5.7
26107,5.1,6.1
26109,3.9,4.6
26111,3.8,4.4
26113,4.8,5.3
26115,4.2,5.2
26117,4.0,4.7
26119,6.4,7.5
26121,4.3,5.1
26123,4.6,5.1
26125,2.9,3.6
26127,6.0,6.9
26129,7.0,7.8
26131,6.3,6.9
26133,5.6,6.7
26135,8.5,10.5
26137,4.6,5.3
26139,3.2,3.8
26141,8.0,9.2
26143,6.7,7.8
26145,5.2,5.8
26147,3.7,4.5
26149,4.3,4.9
26151,5.2,6.0
26153,7.3,8.0
26155,4.3,5.0
26157,5.0,5.6
26159,4.5,5.1
26161,3.2,3.8
26163,4.3,5.5
26165,4.7,5.7
27001,5.1,5.4
27003,2.7,3.1
27005,3.2,3.6
27007,3.8,4.1
27009,3.5,3.8
27011,3.4,3.5
27013,2.3,2.7
27015,2.9,3.3
27017,3.7,3.9
27019,2.3,2.7
27021,4.6,5.0
27023,2.9,3.2
27025,3.1,3.6
27027,2.2,2.6
27029,6.7,7.0
27031,3.6,4.1
27033,4.7,4.0
27035,3.5,3.8
27037,2.5,2.9
27039,2.8,3.1
27041,2.7,2.8
27043,2.9,3.3
27045,2.8,2.9
27047,2.7,3.0
27049,2.8,3.2
27051,3.4,4.0
27053,2.5,2.9
27055,2.6,2.9
27057,4.2,4.6
27059,3.6,4.1
27061,4.9,4.9
27063,2.9,3.0
27065,5.6,5.9
27067,3.0,3.2
27069,2.9,3.2
27071,4.0,4.3
27073,2.5,2.8
27075,4.0,3.3
27077,4.0,4.3
27079,3.9,4.3
27081,3.1,3.3
27083,2.7,2.9
27085,3.1,3.4
27087,5.0,4.7
27089,4.4,4.6
27091,2.7,3.0
27093,3.4,3.7
27095,4.5,4.9
27097,4.3,4.5
27099,2.7,2.8
27101,4.2,3.9
27103,2.3,2.7
27105,2.7,2.8
27107,3.4,3.5
27109,2.2,2.4
27111,3.4,3.6
27113,3.6,4.7
27115,5.4,5.8
27117,2.8,2.8
27119,2.9,3.3
27121,2.9,3.3
27123,2.6,3.1
27125,4.1,4.8
27127,2.8,2.9
27129,4.0,4.4
27131,2.8,3.1
27133,2.1,2.1
27135,2.7,3.5
27137,3.2,3.5
27139,2.4,2.8
27141,3.0,3.3
27143,3.4,3.7
27145,2.8,3.1
27147,3.2,3.4
27149,2.2,2.4
27151,2.9,3.5
27153,4.0,4.3
27155,2.7,2.8
27157,2.8,3.0
27159,4.3,4.5
27161,3.5,3.8
27163,2.4,2.8
27165,3.1,3.4
27167,2.5,2.7
27169,2.3,2.5
27171,2.7,3.1
27173,3.0,3.2
28001,4.6,4.9
28003,2.9,2.9
28005,4.0,4.0
28007,3.4,3.4
28009,3.2,3.0
28011,3.7,3.8
28013,3.0,2.8
28015,3.4,3.4
28017,4.2,4.1
28019,3.2,3.6
28021,7.2,7.7
28023,3.2,3.4
28025,3.4,4.1
28027,4.9,5.5
28029,3.4,3.5
28031,2.9,3.0
28033,2.7,2.9
28035,2.9,3.1
28037,4.2,4.1
28039,4.1,4.4
28041,6.1,5.6
28043,3.8,3.5
28045,2.7,2.8
28047,2.9,2.9
28049,3.1,3.2
28051,5.1,5.3
28053,5.0,5.6
28055,7.7,6.6
28057,2.9,2.8
28059,2.9,3.0
28061,3.4,3.5
28063,9.1,9.2
28065,3.3,3.7
28067,2.6,2.6
28069,4.3,4.2
28071,2.8,2.8
28073,2.7,2.8
28075,3.1,3.2
28077,3.7,3.7
28079,2.9,3.0
28081,2.8,2.9
28083,4.6,4.9
28085,3.3,3.3
28087,3.2,3.2
28089,2.5,2.5
28091,3.6,3.6
28093,3.4,3.5
28095,4.2,4.0
28097,3.4,3.4
28099,3.2,3.2
28101,3.4,3.3
28103,3.8,4.0
28105,3.4,3.5
28107,4.0,4.2
28109,3.1,3.1
28111,3.8,3.9
28113,4.0,4.1
28115,3.1,3.1
28117,3.0,3.1
28119,4.5,4.6
28121,2.3,2.3
28123,2.8,2.9
28125,4.7,4.3
28127,2.9,3.0
28129,3.0,3.2
28131,3.3,3.3
28133,3.8,4.2
28135,3.4,3.2
28137,3.1,3.2
28139,2.9,2.8
28141,3.3,3.5
28143,3.7,4.1
28145,2.5,2.5
28147,3.8,4.0
28149,3.4,3.4
28151,4.4,4.5
28153,3.5,3.5
28155,2.7,2.8
28157,5.6,5.4
28159,3.3,3.4
28161,3.3,3.3
28163,3.5,4.0
29001,3.3,4.2
29003,3.0,3.4
29005,2.5,3.2
29007,3.1,3.7
29009,3.4,4.2
29011,3.0,3.7
29013,3.4,4.1
29015,4.5,5.3
29017,2.9,3.6
29019,2.6,3.2
29021,3.3,4.0
29023,4.6,4.9
29025,3.2,3.6
29027,2.9,3.3
29029,3.6,4.3
29031,2.8,3.4
29033,3.3,4.2
29035,4.4,4.8
29037,3.0,3.4
29039,3.8,4.3
29041,2.9,3.8
29043,2.7,3.2
29045,3.8,4.3
29047,2.8,3.3
29049,3.3,3.7
29051,2.6,3.1
29053,3.0,3.5
29055,3.8,4.5
29057,3.2,3.6
29059,3.4,4.4
29061,2.8,3.3
29063,3.6,4.1
29065,3.2,3.8
29067,3.4,4.0
29069,4.7,5.6
29071,2.9,3.5
29073,2.8,3.4
29075,2.9,3.2
29077,2.7,3.3
29079,3.1,3.8
29081,3.1,3.8
29083,3.2,3.7
29085,5.2,6.4
29087,3.1,3.7
29089,3.2,3.7
29091,3.7,4.5
29093,4.2,4.7
29095,3.4,3.9
29097,3.0,3.6
29099,2.8,3.4
29101,3.1,3.7
29103,3.5,4.4
29105,3.3,4.5
29107,3.0,3.5
29109,3.2,3.8
29111,3.4,4.3
29113,3.0,3.4
29115,3.3,3.8
29117,2.6,3.4
29119,4.0,5.5
29121,3.8,4.3
29123,3.8,4.3
29125,3.2,3.8
29127,3.4,3.8
29129,3.0,3.9
29131,3.2,3.7
29133,5.0,6.1
29135,2.6,3.1
29137,3.2,4.0
29139,3.2,3.4
29141,3.8,4.6
29143,3.9,5.6
29145,3.1,3.8
29147,2.3,2.8
29149,3.6,4.2
29151,2.5,2.9
29153,5.0,6.3
29155,4.9,5.9
29157,2.6,3.1
29159,3.2,3.8
29161,3.1,3.8
29163,3.6,3.9
29165,2.7,3.3
29167,3.2,3.9
29169,3.1,3.9
29171,3.1,3.8
29173,3.0,3.6
29175,3.2,3.7
29177,3.2,3.7
29179,3.7,4.5
29181,4.0,4.5
29183,2.6,3.1
29185,3.7,4.1
29186,2.8,3.3
29187,3.7,4.4
29189,3.1,3.7
29195,2.8,3.4
29197,3.0,3.5
29199,2.5,3.2
29201,3.2,3.8
29203,4.8,5.1
29205,2.7,3.3
29207,4.0,4.8
29209,4.6,5.3
29211,3.0,3.7
29213,4.9,5.6
29215,3.5,4.2
29217,3.4,4.0
29219,3.0,3.5
29221,4.0,4.7
29223,5.4,5.6
29225,2.9,3.6
29227,2.7,3.3
29229,3.7,4.8
29510,3.5,4.2
30001,2.5,2.7
30003,4.0,4.5
30005,2.7,3.0
30007,2.5,2.5
30009,2.7,2.9
30011,2.0,2.3
30013,2.7,3.0
30015,2.7,2.4
30017,2.5,2.6
30019,2.0,2.1
30021,2.3,2.4
30023,3.2,3.3
30025,1.7,1.7
30027,2.9,3.1
30029,3.0,3.2
30031,2.1,2.3
30033,3.2,3.3
30035,4.8,4.5
30037,2.5,3.4
30039,4.8,5.2
30041,2.4,2.7
30043,2.7,2.9
30045,2.5,2.9
30047,3.3,3.7
30049,2.6,2.8
30051,2.1,2.1
30053,5.2,5.8
30055,2.2,2.5
30057,3.2,4.6
30059,2.5,2.6
30061,4.0,4.8
30063,2.5,2.9
30065,3.7,4.2
30067,2.7,2.8
30069,3.8,3.8
30071,3.5,3.5
30073,2.7,3.4
30075,2.6,2.1
30077,3.2,3.5
30079,2.1,1.8
30081,3.1,3.3
30083,2.3,2.4
30085,4.0,4.1
30087,3.0,3.2
30089,5.2,5.8
30091,2.2,2.6
30093,3.2,3.4
30095,2.5,2.8
30097,2.0,2.2
30099,2.6,2.7
30101,1.9,2.6
30103,2.5,2.3
30105,2.5,2.6
30107,3.3,4.0
30109,2.5,3.2
30111,2.5,2.8
31001,2.1,2.5
31003,2.2,2.3
31005,2.4,2.8
31007,3.3,3.9
31009,3.6,3.3
31011,1.6,2.0
31013,2.3,3.3
31015,2.6,2.9
31017,2.0,2.0
31019,1.9,2.2
31021,2.9,3.2
31023,1.8,2.2
31025,2.3,2.8
31027,1.8,2.1
31029,2.0,2.4
31031,1.8,1.8
31033,2.3,2.5
31035,2.3,2.6
31037,2.0,2.6
31039,1.8,2.0
31041,2.0,2.1
31043,2.8,3.1
31045,2.4,2.6
31047,2.5,2.7
31049,2.9,2.8
31051,1.9,2.3
31053,2.3,2.8
31055,2.6,3.0
31057,1.9,1.8
31059,2.0,2.0
31061,2.1,2.7
31063,2.5,3.0
31065,2.0,2.4
31067,2.5,3.2
31069,2.6,2.9
31071,2.1,2.8
31073,2.1,2.5
31075,2.0,2.7
31077,2.5,3.1
31079,2.3,3.1
31081,1.8,2.1
31083,1.9,2.0
31085,2.1,2.1
31087,2.6,2.8
31089,1.8,2.0
31091,3.3,4.7
31093,1.9,2.6
31095,2.5,2.7
31097,3.2,3.6
31099,1.9,2.2
31101,2.0,2.4
31103,3.4,3.3
31105,2.1,2.1
31107,2.4,2.7
31109,2.2,2.5
31111,2.3,2.6
31113,2.8,3.6
31115,3.7,4.3
31117,4.1,4.4
31119,2.2,2.5
31121,1.9,2.2
31123,2.5,2.5
31125,2.3,2.5
31127,2.5,3.2
31129,2.2,2.3
31131,2.2,2.6
31133,2.5,3.0
31135,2.0,2.2
31137,1.8,2.1
31139,2.0,2.2
31141,2.0,2.3
31143,2.0,2.2
31145,2.0,2.3
31147,2.3,3.0
31149,2.1,2.3
31151,2.6,2.9
31153,2.2,2.6
31155,1.9,2.2
31157,2.8,3.2
31159,1.9,2.3
31161,2.0,2.3
31163,2.4,2.7
31165,2.2,2.3
31167,2.1,2.3
31169,2.0,2.5
31171,4.3,4.2
31173,2.7,2.6
31175,2.0,2.1
31177,2.2,2.5
31179,2.0,2.4
31181,2.2,2.5
31183,2.6,2.4
31185,2.4,2.5
32001,4.6,4.8
32003,5.3,5.6
32005,4.7,4.7
32007,3.8,3.9
32009,5.8,7.5
32011,5.8,6.6
32013,4.0,4.1
32015,5.0,5.2
32017,5.3,5.1
32019,5.0,5.2
32021,8.5,8.7
32023,6.8,7.2
32027,5.4,5.3
32029,5.7,5.9
32031,4.4,4.6
32033,4.3,4.4
32510,4.4,4.5
33001,2.2,2.4
33003,2.2,2.4
33005,2.3,2.5
33007,2.7,2.7
33009,2.0,2.2
33011,2.4,2.8
33013,2.0,2.3
33015,2.5,2.7
33017,2.0,2.3
33019,2.1,2.3
34001,5.3,5.8
34003,3.6,3.8
34005,4.0,4.3
34007,4.8,5.1
34009,8.0,8.3
34011,6.8,7.3
34013,5.2,5.6
34015,4.2,4.5
34017,4.0,4.3
34019,3.4,3.6
34021,4.2,4.6
34023,4.2,4.6
34025,4.0,4.2
34027,3.5,3.8
34029,4.4,4.7
34031,5.1,5.4
34033,5.6,6.1
34035,3.5,3.9
34037,4.1,4.4
34039,4.5,4.9
34041,4.0,4.4
35001,3.4,3.7
35003,5.4,5.4
35005,3.6,4.0
35006,4.9,5.4
35007,3.5,4.2
35009,3.0,3.3
35011,3.9,4.2
35013,4.3,4.9
35015,2.8,3.3
35017,3.9,4.2
35019,4.0,4.4
35021,3.0,3.1
35023,4.3,5.4
35025,3.2,3.5
35027,3.3,4.3
35028,1.6,1.8
35029,10.3,12.2
35031,4.8,5.5
35033,6.1,5.9
35035,3.9,4.3
35037,3.5,4.0
35039,3.7,4.1
35041,3.4,3.8
35043,3.4,3.8
35045,4.2,4.6
35047,4.5,4.7
35049,3.3,3.6
35051,5.7,5.9
35053,4.1,4.7
35055,4.3,4.6
35057,4.5,5.1
35059,3.4,3.7
35061,3.9,4.3
36001,3.1,3.3
36003,4.2,4.4
36005,6.6,6.6
36007,3.7,4.0
36009,4.1,4.1
36011,3.5,3.7
36013,4.0,4.1
36015,3.6,3.7
36017,3.4,3.4
36019,3.4,3.8
36021,3.0,3.1
36023,4.1,4.2
36025,3.9,4.0
36027,3.0,3.2
36029,3.5,3.8
36031,3.5,3.4
36033,3.7,3.8
36035,3.8,3.9
36037,3.2,3.4
36039,3.5,3.7
36041,5.0,5.1
36043,3.8,4.1
36045,4.1,4.4
36047,5.1,5.1
36049,4.0,4.2
36051,3.5,3.7
36053,3.7,3.8
36055,3.4,3.7
36057,4.3,4.3
36059,3.1,3.2
36061,4.5,4.6
36063,3.8,4.2
36065,3.5,3.7
36067,3.3,3.4
36069,3.2,3.3
36071,3.5,3.7
36073,3.6,3.8
36075,4.0,4.1
36077,4.0,4.1
36079,2.8,3.0
36081,4.4,4.5
36083,3.2,3.4
36085,4.6,4.5
36087,3.0,3.2
36089,4.2,4.4
36091,2.7,2.9
36093,3.4,3.7
36095,4.2,4.1
36097,3.7,4.0
36099,3.5,3.7
36101,3.7,3.9
36103,3.3,3.4
36105,3.3,3.5
36107,3.3,3.5
36109,3.2,3.4
36111,3.4,3.5
36113,3.5,3.6
36115,3.2,3.4
36117,3.2,3.5
36119,3.0,3.3
36121,3.6,3.6
36123,3.1,3.3
37001,3.5,3.6
37003,3.5,3.7
37005,4.2,3.7
37007,4.4,4.4
37009,3.1,3.1
37011,3.3,4.3
37013,3.9,3.7
37015,4.7,4.8
37017,4.7,5.0
37019,4.0,4.0
37021,2.9,4.4
37023,3.3,3.6
37025,3.3,3.5
37027,3.2,3.5
37029,2.8,2.8
37031,3.3,3.3
37033,3.6,3.6
37035,3.4,3.6
37037,3.0,3.1
37039,3.8,3.9
37041,3.3,3.4
37043,3.4,3.3
37045,3.9,4.1
37047,4.1,4.4
37049,3.6,3.7
37051,4.5,4.5
37053,2.9,2.8
37055,4.2,4.1
37057,3.5,3.7
37059,3.2,3.3
37061,3.3,3.3
37063,3.1,3.1
37065,5.5,5.3
37067,3.7,3.8
37069,3.3,3.3
37071,3.5,3.7
37073,3.5,3.4
37075,3.5,3.5
37077,3.4,3.5
37079,3.0,3.1
37081,3.9,4.1
37083,5.3,5.2
37085,3.7,3.9
37087,3.2,3.6
37089,2.8,3.3
37091,4.2,4.2
37093,4.3,4.3
37095,6.1,5.6
37097,3.2,3.4
37099,3.6,3.4
37101,3.1,3.1
37103,3.6,3.7
37105,3.6,3.5
37107,3.9,4.0
37109,3.2,3.3
37111,3.4,4.1
37113,3.3,3.4
37115,3.0,4.0
37117,4.0,4.1
37119,3.5,3.7
37121,3.3,4.6
37123,3.7,3.9
37125,3.4,3.3
37127,4.5,4.5
37129,3.4,3.4
37131,4.7,4.5
37133,3.7,3.8
37135,3.1,3.2
37137,3.7,3.8
37139,3.9,3.7
37141,3.3,3.3
37143,3.6,3.8
37145,3.2,3.4
37147,4.1,4.1
37149,3.1,3.3
37151,3.5,3.5
37153,3.8,4.0
37155,5.0,5.1
37157,3.9,3.8
37159,3.5,3.6
37161,4.0,4.3
37163,3.9,4.0
37165,5.4,5.2
37167,3.1,3.1
37169,3.2,3.4
37171,3.2,3.3
37173,3.3,3.5
37175,3.3,3.5
37177,5.8,5.2
37179,3.1,3.3
37181,4.6,4.4
37183,3.0,3.2
37185,4.5,4.7
37187,5.0,4.5
37189,3.4,3.4
37191,3.7,3.7
37193,3.6,3.7
37195,4.6,5.1
37197,3.2,3.1
37199,3.3,4.2
38001,1.9,2.3
38003,2.1,3.0
38005,3.0,3.3
38007,1.7,2.2
38009,2.5,2.9
38011,1.4,1.9
38013,1.7,2.3
38015,1.9,2.2
38017,1.8,2.2
38019,2.7,3.2
38021,1.8,2.1
38023,1.6,2.4
38025,1.8,2.3
38027,2.8,2.7
38029,4.2,4.0
38031,1.7,1.9
38033,1.6,1.9
38035,1.9,2.1
38037,1.9,1.9
38039,1.9,2.3
38041,1.9,2.4
38043,3.6,3.7
38045,1.8,2.2
38047,2.4,2.4
38049,3.3,3.6
38051,1.7,2.2
38053,1.7,2.3
38055,2.7,2.8
38057,2.7,2.9
38059,2.3,2.5
38061,2.0,2.5
38063,2.4,2.3
38065,3.4,3.8
38067,3.1,3.4
38069,2.7,2.9
38071,2.1,2.2
38073,1.7,3.2
38075,1.9,2.1
38077,1.9,2.6
38079,5.5,5.7
38081,2.0,4.3
38083,3.6,3.6
38085,2.4,2.9
38087,2.9,3.1
38089,1.9,2.3
38091,2.3,3.1
38093,2.0,2.3
38095,2.3,2.5
38097,2.0,2.2
38099,3.0,3.1
38101,2.0,2.3
38103,2.7,2.7
38105,2.0,2.5
39001,5.3,6.2
39003,3.8,4.5
39005,3.5,4.4
39007,3.9,4.3
39009,4.3,5.3
39011,2.8,3.7
39013,4.5,5.4
39015,4.1,5.1
39017,3.5,4.3
39019,4.2,4.9
39021,3.5,4.3
39023,3.8,4.8
39025,3.4,4.2
39027,3.5,4.2
39029,4.3,4.9
39031,4.2,4.9
39033,4.2,4.9
39035,3.8,3.9
39037,3.3,4.0
39039,3.3,4.1
39041,2.9,3.7
39043,4.5,4.9
39045,3.3,4.1
39047,4.2,4.6
39049,3.3,4.2
39051,3.8,4.9
39053,4.4,5.3
39055,3.1,3.3
39057,3.4,4.1
39059,4.8,5.6
39061,3.4,4.2
39063,3.2,4.0
39065,3.7,4.5
39067,4.6,5.1
39069,4.2,4.8
39071,4.2,4.7
39073,4.0,4.8
39075,3.0,3.3
39077,4.5,5.3
39079,4.2,5.3
39081,4.9,5.9
39083,3.5,4.2
39085,3.4,3.6
39087,4.1,5.0
39089,3.4,4.2
39091,3.2,4.1
39093,3.9,4.0
39095,4.4,6.1
39097,3.2,3.9
39099,4.2,5.0
39101,3.6,4.5
39103,3.2,3.3
39105,5.6,6.9
39107,2.5,3.3
39109,3.4,4.0
39111,5.2,6.3
39113,3.9,4.6
39115,4.9,5.6
39117,3.6,4.3
39119,3.9,4.7
39121,5.5,6.6
39123,5.2,6.2
39125,3.2,4.1
39127,4.3,5.2
39129,3.4,4.2
39131,4.7,5.6
39133,3.6,4.4
39135,3.3,4.0
39137,2.9,3.6
39139,4.2,5.0
39141,3.8,4.7
39143,3.9,4.8
39145,5.0,5.9
39147,3.7,4.5
39149,3.1,4.0
39151,3.9,4.6
39153,3.8,4.5
39155,4.4,5.2
39157,3.6,4.1
39159,2.7,3.4
39161,3.0,3.9
39163,4.6,5.2
39165,3.1,3.9
39167,4.2,5.1
39169,3.2,3.9
39171,3.5,4.5
39173,3.4,4.4
39175,3.0,4.0
40001,3.7,3.9
40003,2.9,2.7
40005,3.4,3.5
40007,2.2,2.4
40009,3.5,3.1
40011,3.2,3.1
40013,3.0,3.1
40015,3.0,3.0
40017,2.6,2.7
40019,3.5,3.8
40021,3.1,3.3
40023,3.6,3.3
40025,2.0,2.2
40027,2.7,2.8
40029,4.1,3.6
40031,3.7,3.5
40033,3.0,3.1
40035,3.3,3.3
40037,3.3,3.4
40039,2.7,2.8
40041,3.5,3.7
40043,2.5,2.2
40045,2.5,2.6
40047,3.0,3.1
40049,3.2,3.2
40051,2.9,2.9
40053,2.6,2.6
40055,3.4,3.4
40057,2.1,2.2
40059,2.2,2.5
40061,3.8,4.4
40063,4.7,5.0
40065,2.6,2.5
40067,3.7,4.1
40069,3.7,4.0
40071,3.3,3.4
40073,2.4,2.5
40075,3.4,3.2
40077,3.9,4.1
40079,4.1,4.1
40081,3.3,3.3
40083,3.0,3.0
40085,4.0,4.9
40087,2.7,2.7
40089,4.2,4.1
40091,5.3,5.2
40093,2.7,2.9
40095,3.2,3.3
40097,3.4,3.2
40099,3.3,3.5
40101,4.1,4.4
40103,2.7,2.6
40105,3.0,3.1
40107,4.4,4.2
40109,3.1,3.2
40111,4.1,4.1
40113,3.7,3.8
40115,3.2,3.3
40117,3.6,3.6
40119,3.0,3.1
40121,4.2,4.3
40123,3.1,2.9
40125,3.7,3.5
40127,3.9,4.6
40129,2.4,2.4
40131,2.8,2.8
40133,4.6,4.9
40135,3.5,3.6
40137,3.5,3.5
40139,1.8,1.9
40141,4.7,3.7
40143,3.1,3.2
40145,3.0,3.0
40147,3.3,3.4
40149,2.9,2.8
40151,2.0,2.4
40153,2.7,2.8
41001,4.8,4.8
41003,3.2,3.7
41005,3.4,4.0
41007,3.8,4.3
41009,4.3,4.8
41011,4.6,5.0
41013,5.1,5.4
41015,5.1,5.8
41017,3.7,4.2
41019,4.9,5.4
41021,4.4,4.8
41023,5.3,6.0
41025,4.3,4.6
41027,3.1,3.5
41029,4.5,5.0
41031,4.5,4.7
41033,5.3,5.9
41035,5.6,6.0
41037,5.2,5.2
41039,3.9,4.3
41041,4.5,5.2
41043,4.1,4.8
41045,3.9,4.1
41047,3.8,4.3
41049,3.6,4.0
41051,3.6,4.2
41053,3.7,4.1
41055,4.0,4.3
41057,4.1,4.4
41059,4.5,4.6
41061,4.0,4.8
41063,4.6,4.6
41065,4.2,4.4
41067,3.2,3.8
41069,3.3,3.8
41071,3.6,4.0
42001,3.0,3.2
42003,3.5,3.6
42005,4.3,4.5
42007,4.3,4.1
42009,3.9,4.0
42011,3.7,3.9
42013,3.7,3.7
42015,3.7,3.9
42017,3.3,3.5
42019,3.4,3.4
42021,4.3,4.4
42023,5.6,5.6
42025,4.3,4.2
42027,2.9,3.0
42029,2.8,2.9
42031,4.3,4.2
42033,4.1,4.1
42035,4.3,4.4
42037,4.2,4.4
42039,3.9,3.9
42041,2.9,3.1
42043,3.5,3.7
42045,3.4,3.7
42047,3.5,3.9
42049,4.1,4.0
42051,4.9,4.9
42053,5.9,5.7
42055,3.1,3.2
42057,3.4,3.4
42059,4.4,4.7
42061,4.6,4.7
42063,4.5,4.5
42065,4.1,4.2
42067,3.7,4.0
42069,4.1,4.2
42071,2.9,3.0
42073,4.5,4.5
42075,3.1,3.3
42077,4.1,4.1
42079,4.6,4.7
42081,4.0,4.1
42083,4.5,4.3
42085,4.1,4.2
42087,3.4,3.4
42089,4.8,4.4
42091,3.0,3.2
42093,2.8,3.0
42095,3.8,3.9
42097,4.1,4.2
42099,3.3,3.5
42101,4.3,4.7
42103,4.6,4.5
42105,5.2,5.0
42107,4.3,4.3
42109,3.6,3.6
42111,4.1,4.2
42113,4.0,4.1
42115,3.8,3.9
42117,4.1,4.3
42119,3.4,3.6
42121,4.5,4.2
42123,4.1,4.1
42125,3.7,3.8
42127,4.4,4.3
42129,3.8,3.8
42131,4.3,4.2
42133,3.2,3.6
44001,2.5,3.5
44003,2.7,3.8
44005,2.8,3.9
44007,3.2,4.6
44009,2.5,3.5
45001,3.6,4.4
45003,2.9,4.0
45005,4.7,6.2
45007,2.7,3.8
45009,4.4,6.1
45011,3.9,5.5
45013,2.7,3.8
45015,2.6,3.6
45017,3.3,4.5
45019,2.4,3.3
45021,4.1,5.6
45023,3.9,5.5
45025,3.6,4.7
45027,4.0,5.3
45029,3.4,4.6
45031,3.4,4.7
45033,4.5,6.0
45035,2.6,3.7
45037,2.8,3.6
45039,3.8,5.0
45041,3.2,4.4
45043,3.2,4.5
45045,2.6,3.7
45047,3.8,5.1
45049,3.0,3.9
45051,3.5,4.8
45053,2.8,4.0
45055,2.9,4.0
45057,3.2,4.3
45059,3.3,4.4
45061,4.3,6.2
45063,2.5,3.5
45065,3.9,5.2
45067,4.9,6.1
45069,6.7,7.0
45071,3.0,4.2
45073,2.8,3.9
45075,4.2,5.9
45077,2.9,4.0
45079,3.0,4.3
45081,2.8,3.6
45083,3.0,4.2
45085,3.8,5.1
45087,4.4,5.6
45089,4.6,6.4
45091,2.9,4.1
46003,1.5,1.6
46005,1.8,1.7
46007,2.3,2.9
46009,1.9,2.0
46011,1.8,1.8
46013,1.8,1.8
46015,1.3,1.3
46017,4.4,4.7
46019,1.7,1.7
46021,2.3,2.3
46023,1.9,1.9
46025,2.1,2.0
46027,1.8,1.8
46029,1.7,1.7
46031,3.2,3.4
46033,2.2,2.2
46035,1.6,1.6
46037,2.5,1.9
46039,2.3,2.0
46041,5.1,4.7
46043,1.8,1.8
46045,2.0,1.8
46047,2.2,2.4
46049,1.5,1.5
46051,2.3,2.5
46053,1.7,1.6
46055,1.9,1.8
46057,1.7,1.5
46059,1.4,1.4
46061,2.0,2.3
46063,1.6,1.5
46065,1.5,1.5
46067,1.8,1.8
46069,1.6,2.0
46071,3.9,3.4
46073,1.8,1.8
46075,2.8,3.2
46077,1.8,1.8
46079,1.6,1.5
46081,1.7,1.7
46083,1.5,1.5
46085,2.5,2.1
46087,1.6,1.6
46089,2.0,2.0
46091,2.1,2.0
46093,1.8,1.7
46095,2.8,3.0
46097,1.7,2.7
46099,1.7,1.8
46101,2.2,2.1
46102,4.7,5.4
46103,1.8,1.8
46105,1.6,1.4
46107,2.0,2.0
46109,2.7,2.7
46111,1.4,1.5
46115,1.9,2.0
46117,1.6,1.5
46119,1.6,1.5
46121,3.9,4.2
46123,1.5,1.4
46125,1.8,1.7
46127,1.9,2.0
46129,2.4,2.5
46135,1.6,1.5
46137,3.8,3.4
47001,3.3,3.3
47003,3.0,3.1
47005,4.7,4.6
47007,3.4,3.2
47009,2.9,3.0
47011,3.5,3.7
47013,3.7,3.6
47015,2.9,3.1
47017,4.0,3.9
47019,3.7,3.9
47021,2.6,2.8
47023,3.7,3.9
47025,3.8,4.0
47027,4.0,4.5
47029,4.5,4.6
47031,3.3,3.3
47033,3.4,3.4
47035,4.3,4.5
47037,2.7,2.8
47039,4.5,4.2
47041,3.8,4.1
47043,2.7,2.8
47045,3.2,3.3
47047,3.4,3.5
47049,3.8,3.6
47051,3.6,3.8
47053,3.5,3.7
47055,3.7,3.9
47057,3.5,3.5
47059,4.2,4.5
47061,4.2,4.3
47063,3.6,3.5
47065,3.0,3.1
47067,4.2,4.4
47069,4.5,4.5
47071,3.8,3.8
47073,4.0,4.0
47075,3.8,3.0
47077,3.6,3.8
47079,4.0,4.0
47081,2.8,3.1
47083,3.9,4.4
47085,3.5,3.7
47087,4.0,4.0
47089,3.4,3.5
47091,4.1,4.7
47093,2.8,2.9
47095,4.5,4.7
47097,4.9,4.7
47099,3.5,3.8
47101,3.2,3.6
47103,3.1,3.4
47105,3.1,3.4
47107,4.2,4.3
47109,3.8,4.0
47111,2.8,2.8
47113,3.6,3.8
47115,4.0,3.9
47117,3.1,3.4
47119,2.7,3.0
47121,5.2,5.0
47123,3.8,4.1
47125,3.4,3.5
47127,3.2,3.4
47129,4.1,4.0
47131,3.5,3.7
47133,3.4,3.4
47135,5.9,5.2
47137,5.1,4.9
47139,3.8,3.8
47141,3.3,3.3
47143,4.2,4.1
47145,3.6,3.7
47147,2.8,2.9
47149,2.6,2.8
47151,4.3,4.1
47153,3.9,3.8
47155,3.2,3.1
47157,4.2,4.4
47159,2.9,3.0
47161,3.5,3.7
47163,3.4,3.5
47165,2.7,2.8
47167,3.5,3.7
47169,2.8,2.8
47171,3.7,4.1
47173,3.3,3.5
47175,3.5,3.5
47177,3.9,3.8
47179,3.1,3.2
47181,3.9,3.8
47183,3.8,4.3
47185,3.9,4.1
47187,2.6,2.7
47189,2.7,2.8
48001,4.2,4.5
48003,2.9,3.0
48005,4.3,4.2
48007,4.9,4.7
48009,3.5,3.7
48011,3.6,3.1
