state,2024_metro_status,county,2024_violent_crime,2024_property_crime
Iowa,Non-Metro,Clayton,7.0,14.0
Iowa,Non-Metro,Clinton,17.0,78.0
Iowa,Non-Metro,Crawford,2.0,12.0
Iowa,Non-Metro,Davis,1.0,3.0
Iowa,Non-Metro,Delaware,17.0,8.0
Iowa,Non-Metro,Des Moines,24.0,76.0
Iowa,Non-Metro,Emmet,0.0,2.0
Iowa,Non-Metro,Fayette,10.0,8.0
Iowa,Non-Metro,Floyd,11.0,12.0
Iowa,Non-Metro,Franklin,8.0,7.0
Iowa,Non-Metro,Fremont,19.0,35.0
Iowa,Non-Metro,Greene,8.0,31.0
Iowa,Non-Metro,Hamilton,4.0,29.0
Iowa,Non-Metro,Hancock,5.0,29.0
Iowa,Non-Metro,Hardin,10.0,62.0
Iowa,Non-Metro,Henry,13.0,19.0
Iowa,Non-Metro,Humboldt,8.0,44.0
Iowa,Non-Metro,Ida,6.0,22.0
Iowa,Non-Metro,Iowa,6.0,39.0
Iowa,Non-Metro,Jackson,15.0,34.0
Iowa,Non-Metro,Jefferson,4.0,12.0
Iowa,Non-Metro,Keokuk,12.0,36.0
Iowa,Non-Metro,Kossuth,12.0,10.0
Iowa,Non-Metro,Lee,19.0,62.0
Iowa,Non-Metro,Louisa,18.0,36.0
Iowa,Non-Metro,Lucas,8.0,70.0
Iowa,Non-Metro,Lyon,1.0,18.0
Iowa,Non-Metro,Mahaska,3.0,18.0
Iowa,Non-Metro,Marion,20.0,42.0
Iowa,Non-Metro,Mitchell,3.0,10.0
Iowa,Non-Metro,Monona,12.0,34.0
Iowa,Non-Metro,Muscatine,20.0,39.0
Iowa,Non-Metro,O'Brien,12.0,37.0
Iowa,Non-Metro,Osceola,5.0,7.0
Iowa,Non-Metro,Page,5.0,16.0
Iowa,Non-Metro,Palo Alto,6.0,31.0
Iowa,Non-Metro,Plymouth,6.0,28.0
Iowa,Non-Metro,Pocahontas,3.0,8.0
Iowa,Non-Metro,Poweshiek,19.0,45.0
Iowa,Non-Metro,Sac,7.0,9.0
Iowa,Non-Metro,Shelby,2.0,16.0
Iowa,Non-Metro,Sioux,15.0,35.0
Iowa,Non-Metro,Tama,7.0,30.0
Iowa,Non-Metro,Taylor,3.0,16.0
Iowa,Non-Metro,Union,9.0,7.0
Iowa,Non-Metro,Van Buren,9.0,17.0
Iowa,Non-Metro,Wapello,17.0,101.0
Iowa,Non-Metro,Wayne,7.0,20.0
Iowa,Non-Metro,Webster,29.0,66.0
Iowa,Non-Metro,Winneshiek,23.0,6.0
Iowa,Non-Metro,Worth,3.0,6.0
Iowa,Non-Metro,Wright,3.0,12.0
Kansas,Metro,Butler,38.0,133.0
Kansas,Metro,Cherokee,25.0,100.0
Kansas,Metro,Douglas,27.0,67.0
Kansas,Metro,Geary,13.0,26.0
Kansas,Metro,Harvey,13.0,27.0
Kansas,Metro,Jackson,20.0,54.0
Kansas,Metro,Jefferson,21.0,154.0
Kansas,Metro,Johnson,65.0,191.0
Kansas,Metro,Leavenworth,34.0,37.0
Kansas,Metro,Linn,10.0,52.0
Kansas,Metro,Miami,22.0,95.0
Kansas,Metro,Osage,18.0,49.0
Kansas,Metro,Pottawatomie,42.0,84.0
Kansas,Metro,Riley County Police Department,198.0,1007.0
Kansas,Metro,Sedgwick,260.0,548.0
Kansas,Metro,Shawnee,104.0,476.0
Kansas,Metro,Sumner,18.0,66.0
Kansas,Metro,Wabaunsee,24.0,44.0
Kansas,Metro,Wyandotte,25.0,44.0
Kansas,Non-Metro,Allen,6.0,35.0
Kansas,Non-Metro,Anderson,7.0,15.0
Kansas,Non-Metro,Atchison,4.0,34.0
Kansas,Non-Metro,Barber,2.0,15.0
Kansas,Non-Metro,Barton,24.0,41.0
Kansas,Non-Metro,Bourbon,31.0,55.0
Kansas,Non-Metro,Brown,7.0,6.0
Kansas,Non-Metro,Chase,4.0,26.0
Kansas,Non-Metro,Cheyenne,5.0,15.0
Kansas,Non-Metro,Clark,8.0,9.0
Kansas,Non-Metro,Clay,10.0,7.0
Kansas,Non-Metro,Coffey,15.0,28.0
Kansas,Non-Metro,Cowley,9.0,39.0
Kansas,Non-Metro,Crawford,28.0,85.0
Kansas,Non-Metro,Dickinson,6.0,32.0
Kansas,Non-Metro,Edwards,4.0,15.0
Kansas,Non-Metro,Ellis,16.0,46.0
Kansas,Non-Metro,Ellsworth,3.0,33.0
Kansas,Non-Metro,Finney,57.0,94.0
Kansas,Non-Metro,Ford,12.0,25.0
Kansas,Non-Metro,Franklin,24.0,87.0
Kansas,Non-Metro,Gove,0.0,10.0
Kansas,Non-Metro,Gray,2.0,28.0
Kansas,Non-Metro,Greeley,0.0,4.0
Kansas,Non-Metro,Greenwood,21.0,56.0
Kansas,Non-Metro,Hamilton,8.0,15.0
Kansas,Non-Metro,Harper,1.0,6.0
Kansas,Non-Metro,Haskell,3.0,13.0
Kansas,Non-Metro,Kearny,6.0,33.0
Kansas,Non-Metro,Kiowa,3.0,8.0
Kansas,Non-Metro,Labette,6.0,28.0
Kansas,Non-Metro,Marion,7.0,66.0
Kansas,Non-Metro,Marshall,10.0,19.0
Kansas,Non-Metro,Montgomery,15.0,256.0
Kansas,Non-Metro,Morris,6.0,7.0
Kansas,Non-Metro,Nemaha,5.0,12.0
Kansas,Non-Metro,Neosho,4.0,54.0
Kansas,Non-Metro,Norton,3.0,11.0
Kansas,Non-Metro,Pawnee,3.0,44.0
Kansas,Non-Metro,Reno,30.0,114.0
Kansas,Non-Metro,Rice,8.0,11.0
Kansas,Non-Metro,Rooks,5.0,28.0
Kansas,Non-Metro,Rush,6.0,19.0
Kansas,Non-Metro,Russell,10.0,25.0
Kansas,Non-Metro,Saline,22.0,62.0
Kansas,Non-Metro,Scott,0.0,1.0
Kansas,Non-Metro,Sheridan,1.0,3.0
Kansas,Non-Metro,Thomas,10.0,12.0
Kansas,Non-Metro,Washington,8.0,12.0
Kansas,Non-Metro,Wilson,16.0,23.0
Kansas,Non-Metro,Woodson,8.0,16.0
Kentucky,Metro,Allen,7.0,47.0
Kentucky,Metro,Ballard,4.0,56.0
Kentucky,Metro,Boone,67.0,531.0
Kentucky,Metro,Bourbon,5.0,28.0
Kentucky,Metro,Boyd,15.0,135.0
Kentucky,Metro,Bracken,0.0,25.0
Kentucky,Metro,Bullitt,20.0,211.0
Kentucky,Metro,Butler,5.0,20.0
Kentucky,Metro,Campbell,0.0,0.0
Kentucky,Metro,Campbell County Police Department,8.0,76.0
Kentucky,Metro,Carlisle,3.0,6.0
Kentucky,Metro,Carter,3.0,33.0
Kentucky,Metro,Christian,13.0,129.0
Kentucky,Metro,Clark,11.0,74.0
Kentucky,Metro,Daviess,22.0,276.0
Kentucky,Metro,Edmonson,8.0,41.0
Kentucky,Metro,Fayette,0.0,1.0
Kentucky,Metro,Gallatin,6.0,29.0
Kentucky,Metro,Grant,16.0,76.0
Kentucky,Metro,Greenup,5.0,18.0
Kentucky,Metro,Hardin,28.0,139.0
Kentucky,Metro,Henry,2.0,10.0
Kentucky,Metro,Jefferson,2.0,0.0
Kentucky,Metro,Jessamine,10.0,107.0
Kentucky,Metro,Kenton,1.0,0.0
Kentucky,Metro,Kenton County Police Department,22.0,48.0
Kentucky,Metro,Larue,2.0,21.0
Kentucky,Metro,Lawrence,4.0,35.0
Kentucky,Metro,Livingston,9.0,48.0
Kentucky,Metro,McCracken,41.0,328.0
Kentucky,Metro,McLean,0.0,25.0
Kentucky,Metro,Meade,10.0,63.0
Kentucky,Metro,Nelson,26.0,131.0
Kentucky,Metro,Oldham,0.0,2.0
Kentucky,Metro,Oldham County Police Department,22.0,385.0
Kentucky,Metro,Pendleton,2.0,38.0
Kentucky,Metro,Scott,17.0,67.0
Kentucky,Metro,Shelby,18.0,159.0
Kentucky,Metro,Spencer,5.0,66.0
Kentucky,Metro,Trigg,4.0,60.0
Kentucky,Metro,Warren,45.0,432.0
Kentucky,Metro,Woodford,1.0,5.0
Kentucky,Non-Metro,Adair,2.0,5.0
Kentucky,Non-Metro,Anderson,3.0,28.0
Kentucky,Non-Metro,Barren,12.0,103.0
Kentucky,Non-Metro,Bath,1.0,13.0
Kentucky,Non-Metro,Bell,8.0,27.0
Kentucky,Non-Metro,Boyle,0.0,21.0
Kentucky,Non-Metro,Breathitt,1.0,10.0
Kentucky,Non-Metro,Breckinridge,4.0,35.0
Kentucky,Non-Metro,Caldwell,3.0,31.0
Kentucky,Non-Metro,Calloway,9.0,98.0
Kentucky,Non-Metro,Carroll,9.0,36.0
Kentucky,Non-Metro,Casey,9.0,12.0
Kentucky,Non-Metro,Clay,9.0,71.0
Kentucky,Non-Metro,Clinton,4.0,13.0
Kentucky,Non-Metro,Crittenden,4.0,12.0
Kentucky,Non-Metro,Cumberland,2.0,7.0
Kentucky,Non-Metro,Elliott,0.0,4.0
Kentucky,Non-Metro,Estill,2.0,11.0
Kentucky,Non-Metro,Fleming,2.0,16.0
Kentucky,Non-Metro,Floyd,12.0,60.0
Kentucky,Non-Metro,Franklin,17.0,98.0
Kentucky,Non-Metro,Fulton,3.0,7.0
Kentucky,Non-Metro,Garrard,6.0,31.0
Kentucky,Non-Metro,Graves,24.0,104.0
Kentucky,Non-Metro,Grayson,9.0,61.0
Kentucky,Non-Metro,Green,2.0,4.0
Kentucky,Non-Metro,Hancock,5.0,14.0
Kentucky,Non-Metro,Harlan,4.0,23.0
Kentucky,Non-Metro,Harrison,3.0,28.0
Kentucky,Non-Metro,Hart,2.0,43.0
Kentucky,Non-Metro,Henderson,20.0,82.0
Kentucky,Non-Metro,Hickman,3.0,13.0
Kentucky,Non-Metro,Hopkins,20.0,130.0
Kentucky,Non-Metro,Jackson,1.0,25.0
Kentucky,Non-Metro,Johnson,3.0,23.0
Kentucky,Non-Metro,Knott,0.0,3.0
Kentucky,Non-Metro,Knott County Police Department,0.0,0.0
Kentucky,Non-Metro,Knox,8.0,30.0
Kentucky,Non-Metro,Laurel,45.0,281.0
Kentucky,Non-Metro,Lee,1.0,6.0
Kentucky,Non-Metro,Leslie,4.0,5.0
Kentucky,Non-Metro,Letcher,1.0,9.0
Kentucky,Non-Metro,Lewis,4.0,27.0
Kentucky,Non-Metro,Lincoln,23.0,59.0
Kentucky,Non-Metro,Logan,8.0,43.0
Kentucky,Non-Metro,Lyon,8.0,38.0
Kentucky,Non-Metro,Madison,28.0,132.0
Kentucky,Non-Metro,Magoffin,1.0,9.0
Kentucky,Non-Metro,Marion,5.0,13.0
Kentucky,Non-Metro,Marshall,22.0,116.0
Kentucky,Non-Metro,Martin,1.0,0.0
Kentucky,Non-Metro,Mason,8.0,27.0
Kentucky,Non-Metro,McCreary,3.0,13.0
Kentucky,Non-Metro,Menifee,0.0,12.0
Kentucky,Non-Metro,Mercer,1.0,20.0
Kentucky,Non-Metro,Metcalfe,1.0,22.0
Kentucky,Non-Metro,Monroe,1.0,13.0
Kentucky,Non-Metro,Montgomery,13.0,94.0
Kentucky,Non-Metro,Morgan,3.0,13.0
Kentucky,Non-Metro,Muhlenberg,16.0,63.0
Kentucky,Non-Metro,Nicholas,0.0,6.0
Kentucky,Non-Metro,Ohio,17.0,72.0
Kentucky,Non-Metro,Owen,2.0,11.0
Kentucky,Non-Metro,Owsley,0.0,0.0
Kentucky,Non-Metro,Perry,23.0,28.0
Kentucky,Non-Metro,Pike,1.0,23.0
Kentucky,Non-Metro,Powell,1.0,6.0
Kentucky,Non-Metro,Pulaski,50.0,147.0
Kentucky,Non-Metro,Pulaski County Police Department,0.0,0.0
Kentucky,Non-Metro,Robertson,0.0,0.0
Kentucky,Non-Metro,Rockcastle,8.0,34.0
Kentucky,Non-Metro,Rowan,7.0,39.0
Kentucky,Non-Metro,Russell,2.0,19.0
Kentucky,Non-Metro,Simpson,7.0,20.0
Kentucky,Non-Metro,Taylor,5.0,73.0
Kentucky,Non-Metro,Todd,3.0,28.0
Kentucky,Non-Metro,Trimble,0.0,8.0
Kentucky,Non-Metro,Union,1.0,22.0
Kentucky,Non-Metro,Washington,2.0,32.0
Kentucky,Non-Metro,Wayne,5.0,11.0
Kentucky,Non-Metro,Webster,6.0,22.0
Kentucky,Non-Metro,Whitley,18.0,103.0
Kentucky,Non-Metro,Whitley County Police Department,0.0,0.0
Kentucky,Non-Metro,Wolfe,0.0,16.0
Louisiana,Metro,Acadia,142.0,453.0
Louisiana,Metro,Ascension,299.0,1520.0
Louisiana,Metro,Bossier,159.0,381.0
Louisiana,Metro,Caddo,44.0,529.0
Louisiana,Metro,Calcasieu,627.0,2627.0
Louisiana,Metro,Cameron,18.0,78.0
Louisiana,Metro,De Soto,71.0,152.0
Louisiana,Metro,East Baton Rouge,433.0,5063.0
Louisiana,Metro,Grant,32.0,159.0
Louisiana,Metro,Iberville,62.0,209.0
Louisiana,Metro,Jefferson,1007.0,7139.0
Louisiana,Metro,Jefferson Davis,23.0,104.0
Louisiana,Metro,Lafayette,219.0,810.0
Louisiana,Metro,Lafourche,210.0,1400.0
Louisiana,Metro,Livingston,484.0,1858.0
Louisiana,Metro,Morehouse,68.0,194.0
Louisiana,Metro,Ouachita,478.0,2157.0
Louisiana,Metro,Plaquemines,80.0,113.0
Louisiana,Metro,Rapides,384.0,1243.0
Louisiana,Metro,St. Bernard,218.0,849.0
Louisiana,Metro,St. Charles,123.0,528.0
Louisiana,Metro,St. Helena,63.0,149.0
Louisiana,Metro,St. James,55.0,191.0
Louisiana,Metro,St. John the Baptist,113.0,533.0
Louisiana,Metro,St. Martin,152.0,510.0
Louisiana,Metro,St. Tammany,252.0,1188.0
Louisiana,Metro,Tangipahoa,655.0,1402.0
Louisiana,Metro,Terrebonne,227.0,1726.0
Louisiana,Metro,Vermilion,34.0,165.0
Louisiana,Metro,West Baton Rouge,71.0,535.0
Louisiana,Metro,West Feliciana,39.0,19.0
Louisiana,Non-Metro,Beauregard,24.0,89.0
Louisiana,Non-Metro,Bienville,27.0,79.0
Louisiana,Non-Metro,Caldwell,39.0,80.0
Louisiana,Non-Metro,Catahoula,24.0,81.0
Louisiana,Non-Metro,Claiborne,31.0,27.0
Louisiana,Non-Metro,Concordia,61.0,129.0
Louisiana,Non-Metro,East Carroll,47.0,40.0
Louisiana,Non-Metro,Evangeline,38.0,88.0
Louisiana,Non-Metro,Franklin,60.0,114.0
Louisiana,Non-Metro,Iberia,191.0,334.0
Louisiana,Non-Metro,Jackson,24.0,22.0
Louisiana,Non-Metro,La Salle,4.0,30.0
Louisiana,Non-Metro,Lincoln,38.0,158.0
Louisiana,Non-Metro,Madison,33.0,30.0
Louisiana,Non-Metro,Natchitoches,72.0,371.0
Louisiana,Non-Metro,St. Mary,89.0,433.0
Louisiana,Non-Metro,Tensas,27.0,46.0
Louisiana,Non-Metro,Washington,113.0,336.0
Louisiana,Non-Metro,Webster,59.0,163.0
Louisiana,Non-Metro,West Carroll,8.0,30.0
Louisiana,Non-Metro,Winn,20.0,35.0
Maine,Metro,Androscoggin,25.0,131.0
Maine,Metro,Cumberland,40.0,292.0
Maine,Metro,Penobscot,20.0,294.0
Maine,Metro,Sagadahoc,6.0,55.0
Maine,Metro,York,37.0,183.0
Maine,Non-Metro,Aroostook,10.0,79.0
Maine,Non-Metro,Franklin,7.0,64.0
Maine,Non-Metro,Hancock,12.0,74.0
Maine,Non-Metro,Kennebec,29.0,210.0
Maine,Non-Metro,Knox,8.0,152.0
Maine,Non-Metro,Lincoln,27.0,92.0
Maine,Non-Metro,Oxford,26.0,241.0
Maine,Non-Metro,Piscataquis,3.0,33.0
Maine,Non-Metro,Somerset,37.0,370.0
Maine,Non-Metro,Waldo,2.0,21.0
Maine,Non-Metro,Washington,13.0,97.0
Maryland,Metro,Anne Arundel County Police Department,1748.0,11115.0
Maryland,Metro,Baltimore County,0.0,0.0
Maryland,Metro,Baltimore County Police Department,3532.0,22044.0
Maryland,Metro,Calvert,124.0,489.0
Maryland,Metro,Carroll,173.0,588.0
Maryland,Metro,Cecil,110.0,340.0
Maryland,Metro,Charles,517.0,1673.0
Maryland,Metro,Frederick,184.0,1029.0
Maryland,Metro,Harford,365.0,1550.0
Maryland,Metro,Howard,0.0,0.0
Maryland,Metro,Howard County Police Department,476.0,5694.0
Maryland,Metro,Montgomery,0.0,0.0
Maryland,Metro,Montgomery County Police Department,1682.0,16148.0
Maryland,Metro,Prince George's County Police Department,2872.0,16672.0
Maryland,Metro,Queen Anne's,42.0,274.0
Maryland,Metro,St. Mary's,257.0,1187.0
Maryland,Metro,Washington,153.0,782.0
Maryland,Metro,Wicomico,71.0,450.0
Maryland,Non-Metro,Allegany,17.0,79.0
Maryland,Non-Metro,Caroline,27.0,134.0
Maryland,Non-Metro,Dorchester,22.0,114.0
Maryland,Non-Metro,Garrett,7.0,127.0
Maryland,Non-Metro,Kent,0.0,32.0
Maryland,Non-Metro,Talbot,20.0,99.0
Maryland,Non-Metro,Worcester,32.0,166.0
Michigan,Metro,Barry,55.0,280.0
Michigan,Metro,Bay,30.0,421.0
Michigan,Metro,Benzie,45.0,51.0
Michigan,Metro,Berrien,92.0,486.0
Michigan,Metro,Calhoun,127.0,435.0
Michigan,Metro,Cass,45.0,323.0
Michigan,Metro,Clinton,35.0,136.0
Michigan,Metro,Eaton,99.0,716.0
Michigan,Metro,Genesee,93.0,264.0
Michigan,Metro,Ingham,165.0,395.0
Michigan,Metro,Ionia,41.0,207.0
Michigan,Metro,Jackson,157.0,376.0
Michigan,Metro,Kalamazoo,339.0,1950.0
Michigan,Metro,Kalkaska,59.0,181.0
Michigan,Metro,Kent,409.0,2171.0
Michigan,Metro,Lapeer,51.0,181.0
Michigan,Metro,Leelanau,19.0,43.0
Michigan,Metro,Livingston,94.0,420.0
Michigan,Metro,Macomb,229.0,837.0
Michigan,Metro,Midland,63.0,170.0
Michigan,Metro,Monroe,224.0,941.0
Michigan,Metro,Montcalm,69.0,153.0
Michigan,Metro,Muskegon,42.0,234.0
Michigan,Metro,Oakland,27.0,60.0
Michigan,Metro,Ottawa,524.0,1714.0
Michigan,Metro,St. Clair,161.0,418.0
Michigan,Metro,Washtenaw,639.0,1057.0
Michigan,Metro,Wayne,63.0,0.0
Michigan,Non-Metro,Alcona,11.0,58.0
Michigan,Non-Metro,Alger,2.0,5.0
Michigan,Non-Metro,Allegan,84.0,594.0
Michigan,Non-Metro,Alpena,22.0,60.0
Michigan,Non-Metro,Arenac,36.0,70.0
Michigan,Non-Metro,Charlevoix,33.0,37.0
Michigan,Non-Metro,Cheboygan,20.0,21.0
Michigan,Non-Metro,Chippewa,14.0,10.0
Michigan,Non-Metro,Crawford,26.0,20.0
Michigan,Non-Metro,Delta,10.0,17.0
Michigan,Non-Metro,Emmet,26.0,67.0
Michigan,Non-Metro,Gladwin,35.0,69.0
Michigan,Non-Metro,Gogebic,4.0,5.0
Michigan,Non-Metro,Gratiot,29.0,157.0
Michigan,Non-Metro,Hillsdale,29.0,139.0
Michigan,Non-Metro,Houghton,13.0,29.0
Michigan,Non-Metro,Huron,13.0,48.0
Michigan,Non-Metro,Iosco,1.0,4.0
Michigan,Non-Metro,Isabella,39.0,177.0
Michigan,Non-Metro,Lenawee,50.0,179.0
Michigan,Non-Metro,Luce,9.0,37.0
Michigan,Non-Metro,Mackinac,4.0,65.0
Michigan,Non-Metro,Manistee,25.0,64.0
Michigan,Non-Metro,Marquette,27.0,120.0
Michigan,Non-Metro,Mason,33.0,113.0
Michigan,Non-Metro,Mecosta,100.0,248.0
Michigan,Non-Metro,Missaukee,29.0,81.0
Michigan,Non-Metro,Montmorency,2.0,10.0
Michigan,Non-Metro,Oceana,56.0,136.0
Michigan,Non-Metro,Ogemaw,16.0,76.0
Michigan,Non-Metro,Ontonagon,1.0,3.0
Michigan,Non-Metro,Osceola,35.0,108.0
Michigan,Non-Metro,Oscoda,18.0,35.0
Michigan,Non-Metro,Otsego,17.0,35.0
Michigan,Non-Metro,Presque Isle,5.0,22.0
Michigan,Non-Metro,Roscommon,29.0,79.0
Michigan,Non-Metro,Sanilac,53.0,58.0
Michigan,Non-Metro,Shiawassee,36.0,161.0
Michigan,Non-Metro,St. Joseph,78.0,212.0
Michigan,Non-Metro,Tuscola,64.0,110.0
Michigan,Non-Metro,Wexford,35.0,128.0
Minnesota,Metro,Anoka,58.0,462.0
Minnesota,Metro,Benton,14.0,49.0
Minnesota,Metro,Blue Earth,22.0,79.0
Minnesota,Metro,Carlton,25.0,91.0
Minnesota,Metro,Carver,60.0,330.0
Minnesota,Metro,Chisago,27.0,94.0
Minnesota,Metro,Clay,4.0,51.0
Minnesota,Metro,Dakota,15.0,12.0
Minnesota,Metro,Dodge,13.0,44.0
Minnesota,Metro,Fillmore,8.0,8.0
Minnesota,Metro,Hennepin,46.0,16.0
Minnesota,Metro,Houston,6.0,51.0
Minnesota,Metro,Isanti,21.0,106.0
Minnesota,Metro,Le Sueur,5.0,34.0
Minnesota,Metro,Mille Lacs,47.0,148.0
Minnesota,Metro,Nicollet,4.0,6.0
Minnesota,Metro,Olmsted,25.0,150.0
Minnesota,Metro,Polk,18.0,35.0
Minnesota,Metro,Ramsey,169.0,892.0
Minnesota,Metro,Scott,8.0,35.0
Minnesota,Metro,Sherburne,26.0,147.0
Minnesota,Metro,Stearns,35.0,96.0
Minnesota,Metro,St. Louis,68.0,434.0
Minnesota,Metro,Wabasha,4.0,11.0
Minnesota,Metro,Washington,63.0,397.0
Minnesota,Metro,Wright,66.0,546.0
Minnesota,Non-Metro,Aitkin,12.0,183.0
Minnesota,Non-Metro,Becker,36.0,88.0
Minnesota,Non-Metro,Beltrami,48.0,155.0
Minnesota,Non-Metro,Big Stone,7.0,53.0
Minnesota,Non-Metro,Brown,5.0,29.0
Minnesota,Non-Metro,Cass,61.0,91.0
Minnesota,Non-Metro,Chippewa,1.0,0.0
Minnesota,Non-Metro,Clearwater,10.0,9.0
Minnesota,Non-Metro,Cook,4.0,35.0
Minnesota,Non-Metro,Cottonwood,2.0,6.0
Minnesota,Non-Metro,Crow Wing,33.0,100.0
Minnesota,Non-Metro,Douglas,19.0,95.0
Minnesota,Non-Metro,Faribault,26.0,13.0
Minnesota,Non-Metro,Freeborn,5.0,91.0
Minnesota,Non-Metro,Goodhue,21.0,114.0
Minnesota,Non-Metro,Grant,9.0,3.0
Minnesota,Non-Metro,Hubbard,39.0,77.0
Minnesota,Non-Metro,Itasca,47.0,85.0
Minnesota,Non-Metro,Jackson,6.0,38.0
Minnesota,Non-Metro,Kanabec,18.0,113.0
Minnesota,Non-Metro,Kandiyohi,33.0,134.0
Minnesota,Non-Metro,Kittson,2.0,9.0
Minnesota,Non-Metro,Koochiching,6.0,12.0
Minnesota,Non-Metro,Lac qui Parle,0.0,17.0
Minnesota,Non-Metro,Lake,2.0,8.0
Minnesota,Non-Metro,Lincoln,1.0,2.0
Minnesota,Non-Metro,Lyon,7.0,33.0
Minnesota,Non-Metro,Mahnomen,38.0,34.0
Minnesota,Non-Metro,Marshall,8.0,2.0
Minnesota,Non-Metro,Martin,4.0,17.0
Minnesota,Non-Metro,McLeod,9.0,63.0
Minnesota,Non-Metro,Meeker,12.0,48.0
Minnesota,Non-Metro,Morrison,20.0,153.0
Minnesota,Non-Metro,Mower,5.0,84.0
Minnesota,Non-Metro,Murray,4.0,20.0
Minnesota,Non-Metro,Nobles,12.0,12.0
Minnesota,Non-Metro,Norman,1.0,2.0
Minnesota,Non-Metro,Otter Tail,25.0,150.0
Minnesota,Non-Metro,Pennington,1.0,30.0
Minnesota,Non-Metro,Pine,74.0,316.0
Minnesota,Non-Metro,Pipestone,7.0,29.0
Minnesota,Non-Metro,Pope,2.0,31.0
Minnesota,Non-Metro,Red Lake,4.0,8.0
Minnesota,Non-Metro,Redwood,7.0,25.0
Minnesota,Non-Metro,Renville,8.0,34.0
Minnesota,Non-Metro,Rice,16.0,24.0
Minnesota,Non-Metro,Sibley,2.0,27.0
Minnesota,Non-Metro,Steele,6.0,58.0
Minnesota,Non-Metro,Stevens,6.0,80.0
Minnesota,Non-Metro,Swift,1.0,1.0
Minnesota,Non-Metro,Todd,15.0,81.0
Minnesota,Non-Metro,Traverse,4.0,7.0
Minnesota,Non-Metro,Wadena,4.0,3.0
Minnesota,Non-Metro,Waseca,5.0,44.0
Minnesota,Non-Metro,Watonwan,7.0,22.0
Minnesota,Non-Metro,Wilkin,0.0,4.0
Minnesota,Non-Metro,Winona,10.0,35.0
Minnesota,Non-Metro,Yellow Medicine,19.0,12.0
Mississippi,Metro,Copiah,97.0,142.0
Mississippi,Metro,DeSoto,32.0,180.0
Mississippi,Metro,Forrest,29.0,252.0
Mississippi,Metro,Hancock,15.0,299.0
Mississippi,Metro,Harrison,49.0,490.0
Mississippi,Metro,Madison,63.0,127.0
Mississippi,Metro,Simpson,35.0,137.0
Mississippi,Metro,Stone,39.0,161.0
Mississippi,Metro,Tate,35.0,141.0
Mississippi,Metro,Tunica,51.0,383.0
Mississippi,Non-Metro,Alcorn,9.0,174.0
Mississippi,Non-Metro,Attala,9.0,36.0
Mississippi,Non-Metro,Calhoun,9.0,19.0
Mississippi,Non-Metro,Claiborne,44.0,30.0
Mississippi,Non-Metro,Coahoma,12.0,19.0
Mississippi,Non-Metro,George,74.0,293.0
Mississippi,Non-Metro,Grenada,20.0,159.0
Mississippi,Non-Metro,Jasper,20.0,52.0
Mississippi,Non-Metro,Jefferson,8.0,38.0
Mississippi,Non-Metro,Kemper,14.0,33.0
Mississippi,Non-Metro,Lafayette,25.0,97.0
Mississippi,Non-Metro,Leake,54.0,86.0
Mississippi,Non-Metro,Lee,51.0,366.0
Mississippi,Non-Metro,Lincoln,25.0,199.0
Mississippi,Non-Metro,Lowndes,57.0,311.0
Mississippi,Non-Metro,Marion,29.0,97.0
Mississippi,Non-Metro,Monroe,33.0,178.0
Mississippi,Non-Metro,Neshoba,14.0,61.0
Mississippi,Non-Metro,Noxubee,22.0,25.0
Mississippi,Non-Metro,Oktibbeha,46.0,211.0
Mississippi,Non-Metro,Panola,56.0,267.0
Mississippi,Non-Metro,Pike,68.0,276.0
Mississippi,Non-Metro,Pontotoc,46.0,132.0
Mississippi,Non-Metro,Prentiss,51.0,64.0
Mississippi,Non-Metro,Smith,5.0,23.0
Mississippi,Non-Metro,Sunflower,6.0,54.0
Mississippi,Non-Metro,Tallahatchie,16.0,97.0
Mississippi,Non-Metro,Tishomingo,30.0,101.0
Mississippi,Non-Metro,Union,31.0,130.0
Mississippi,Non-Metro,Walthall,24.0,61.0
Mississippi,Non-Metro,Wayne,48.0,149.0
Mississippi,Non-Metro,Webster,12.0,14.0
Mississippi,Non-Metro,Winston,33.0,68.0
Missouri,Metro,Andrew,20.0,69.0
Missouri,Metro,Bates,25.0,70.0
Missouri,Metro,Bollinger,26.0,39.0
Missouri,Metro,Boone,82.0,405.0
Missouri,Metro,Buchanan,30.0,108.0
Missouri,Metro,Caldwell,2.0,28.0
Missouri,Metro,Callaway,50.0,137.0
Missouri,Metro,Cape Girardeau,50.0,119.0
Missouri,Metro,Christian,45.0,151.0
Missouri,Metro,Clay,76.0,151.0
Missouri,Metro,Cole,31.0,75.0
Missouri,Metro,Franklin,28.0,186.0
Missouri,Metro,Greene,174.0,633.0
Missouri,Metro,Howard,20.0,40.0
Missouri,Metro,Jackson,68.0,359.0
Missouri,Metro,Jasper,95.0,353.0
Missouri,Metro,Jefferson,454.0,1346.0
Missouri,Metro,Lafayette,39.0,58.0
Missouri,Metro,Lincoln,133.0,157.0
Missouri,Metro,Newton,95.0,491.0
Missouri,Metro,Osage,8.0,42.0
Missouri,Metro,Platte,78.0,191.0
Missouri,Metro,Polk,44.0,168.0
Missouri,Metro,Ray,70.0,77.0
Missouri,Metro,St. Charles,1.0,0.0
Missouri,Metro,St. Charles County Police Department,168.0,337.0
