state,2024_metro_status,county,2024_violent_crime,2024_property_crime
Missouri,Metro,St. Louis County Police Department,1904.0,6037.0
Missouri,Metro,Webster,61.0,68.0
Missouri,Non-Metro,Audrain,15.0,19.0
Missouri,Non-Metro,Barry,73.0,247.0
Missouri,Non-Metro,Barton,18.0,79.0
Missouri,Non-Metro,Butler,94.0,416.0
Missouri,Non-Metro,Camden,76.0,165.0
Missouri,Non-Metro,Carter,23.0,17.0
Missouri,Non-Metro,Cedar,32.0,66.0
Missouri,Non-Metro,Chariton,15.0,25.0
Missouri,Non-Metro,Clark,2.0,52.0
Missouri,Non-Metro,Dade,29.0,88.0
Missouri,Non-Metro,Daviess,11.0,46.0
Missouri,Non-Metro,Dent,15.0,47.0
Missouri,Non-Metro,Dunklin,37.0,93.0
Missouri,Non-Metro,Grundy,5.0,3.0
Missouri,Non-Metro,Henry,105.0,161.0
Missouri,Non-Metro,Hickory,2.0,13.0
Missouri,Non-Metro,Howell,54.0,194.0
Missouri,Non-Metro,Johnson,37.0,156.0
Missouri,Non-Metro,Laclede,12.0,129.0
Missouri,Non-Metro,Lawrence,27.0,153.0
Missouri,Non-Metro,Lewis,1.0,12.0
Missouri,Non-Metro,Livingston,12.0,26.0
Missouri,Non-Metro,Maries,13.0,17.0
Missouri,Non-Metro,McDonald,84.0,163.0
Missouri,Non-Metro,Mississippi,4.0,33.0
Missouri,Non-Metro,Monroe,8.0,10.0
Missouri,Non-Metro,Montgomery,19.0,33.0
Missouri,Non-Metro,New Madrid,37.0,151.0
Missouri,Non-Metro,Nodaway,27.0,35.0
Missouri,Non-Metro,Oregon,10.0,22.0
Missouri,Non-Metro,Ozark,8.0,12.0
Missouri,Non-Metro,Perry,28.0,23.0
Missouri,Non-Metro,Pettis,58.0,167.0
Missouri,Non-Metro,Phelps,30.0,120.0
Missouri,Non-Metro,Pike,21.0,68.0
Missouri,Non-Metro,Pulaski,110.0,161.0
Missouri,Non-Metro,Ralls,0.0,22.0
Missouri,Non-Metro,Randolph,38.0,23.0
Missouri,Non-Metro,Ripley,11.0,34.0
Missouri,Non-Metro,Saline,50.0,68.0
Missouri,Non-Metro,Schuyler,14.0,35.0
Missouri,Non-Metro,Shannon,8.0,15.0
Missouri,Non-Metro,St. Clair,9.0,81.0
Missouri,Non-Metro,Ste. Genevieve,32.0,66.0
Missouri,Non-Metro,St. Francois,48.0,155.0
Missouri,Non-Metro,Stoddard,40.0,93.0
Missouri,Non-Metro,Stone,71.0,268.0
Missouri,Non-Metro,Taney,106.0,242.0
Missouri,Non-Metro,Texas,27.0,115.0
Missouri,Non-Metro,Vernon,39.0,127.0
Missouri,Non-Metro,Wayne,36.0,72.0
Missouri,Non-Metro,Wright,10.0,25.0
Montana,Metro,Broadwater,23.0,32.0
Montana,Metro,Carbon,9.0,30.0
Montana,Metro,Cascade,107.0,171.0
Montana,Metro,Gallatin,158.0,383.0
Montana,Metro,Jefferson,46.0,115.0
Montana,Metro,Lewis and Clark,88.0,240.0
Montana,Metro,Mineral,10.0,18.0
Montana,Metro,Missoula,132.0,142.0
Montana,Metro,Stillwater,19.0,38.0
Montana,Metro,Yellowstone,223.0,579.0
Montana,Non-Metro,Anaconda-Deer Lodge,38.0,58.0
Montana,Non-Metro,Beaverhead,24.0,6.0
Montana,Non-Metro,Big Horn,44.0,73.0
Montana,Non-Metro,Blaine,4.0,8.0
Montana,Non-Metro,Butte-Silver Bow,176.0,854.0
Montana,Non-Metro,Carter,0.0,0.0
Montana,Non-Metro,Chouteau,8.0,20.0
Montana,Non-Metro,Custer,5.0,11.0
Montana,Non-Metro,Daniels,4.0,2.0
Montana,Non-Metro,Dawson,6.0,10.0
Montana,Non-Metro,Fallon,1.0,0.0
Montana,Non-Metro,Fergus,14.0,31.0
Montana,Non-Metro,Flathead,227.0,608.0
Montana,Non-Metro,Garfield,1.0,1.0
Montana,Non-Metro,Glacier,4.0,17.0
Montana,Non-Metro,Golden Valley,0.0,3.0
Montana,Non-Metro,Granite,6.0,30.0
Montana,Non-Metro,Hill,34.0,125.0
Montana,Non-Metro,Judith Basin,2.0,0.0
Montana,Non-Metro,Lake,78.0,189.0
Montana,Non-Metro,Liberty,4.0,1.0
Montana,Non-Metro,Lincoln,15.0,83.0
Montana,Non-Metro,Madison,15.0,25.0
Montana,Non-Metro,McCone,2.0,6.0
Montana,Non-Metro,Meagher,5.0,5.0
Montana,Non-Metro,Musselshell,16.0,21.0
Montana,Non-Metro,Park,12.0,37.0
Montana,Non-Metro,Petroleum,4.0,2.0
Montana,Non-Metro,Phillips,18.0,30.0
Montana,Non-Metro,Pondera,4.0,16.0
Montana,Non-Metro,Powder River,0.0,0.0
Montana,Non-Metro,Powell,15.0,13.0
Montana,Non-Metro,Prairie,1.0,1.0
Montana,Non-Metro,Ravalli,83.0,219.0
Montana,Non-Metro,Richland,8.0,5.0
Montana,Non-Metro,Roosevelt,25.0,42.0
Montana,Non-Metro,Rosebud,2.0,8.0
Montana,Non-Metro,Sanders,21.0,29.0
Montana,Non-Metro,Sheridan,9.0,51.0
Montana,Non-Metro,Sweet Grass,5.0,6.0
Montana,Non-Metro,Teton,11.0,36.0
Montana,Non-Metro,Toole,17.0,39.0
Montana,Non-Metro,Treasure,4.0,5.0
Montana,Non-Metro,Valley,7.0,7.0
Montana,Non-Metro,Wheatland,1.0,4.0
Montana,Non-Metro,Wibaux,0.0,2.0
Nebraska,Metro,Cass,14.0,75.0
Nebraska,Metro,Dakota,36.0,40.0
Nebraska,Metro,Douglas,86.0,560.0
Nebraska,Metro,Hall,8.0,73.0
Nebraska,Metro,Lancaster,9.0,165.0
Nebraska,Metro,Merrick,4.0,6.0
Nebraska,Metro,Sarpy,27.0,679.0
Nebraska,Metro,Saunders,10.0,43.0
Nebraska,Metro,Seward,9.0,11.0
Nebraska,Non-Metro,Adams,6.0,27.0
Nebraska,Non-Metro,Boone,4.0,3.0
Nebraska,Non-Metro,Brown,1.0,3.0
Nebraska,Non-Metro,Buffalo,23.0,61.0
Nebraska,Non-Metro,Cedar,2.0,16.0
Nebraska,Non-Metro,Cherry,2.0,0.0
Nebraska,Non-Metro,Cheyenne,4.0,13.0
Nebraska,Non-Metro,Colfax,2.0,3.0
Nebraska,Non-Metro,Custer,6.0,15.0
Nebraska,Non-Metro,Dawes,0.0,1.0
Nebraska,Non-Metro,Dawson,12.0,10.0
Nebraska,Non-Metro,Dixon,7.0,7.0
Nebraska,Non-Metro,Dodge,48.0,75.0
Nebraska,Non-Metro,Furnas,2.0,33.0
Nebraska,Non-Metro,Gosper,0.0,0.0
Nebraska,Non-Metro,Jefferson,4.0,27.0
Nebraska,Non-Metro,Keith,2.0,6.0
Nebraska,Non-Metro,Knox,3.0,30.0
Nebraska,Non-Metro,Lincoln,3.0,15.0
Nebraska,Non-Metro,Madison,4.0,27.0
Nebraska,Non-Metro,Morrill,1.0,11.0
Nebraska,Non-Metro,Nemaha,14.0,15.0
Nebraska,Non-Metro,Otoe,4.0,19.0
Nebraska,Non-Metro,Phelps,4.0,8.0
Nebraska,Non-Metro,Pierce,2.0,20.0
Nebraska,Non-Metro,Platte,18.0,54.0
Nebraska,Non-Metro,Polk,3.0,17.0
Nebraska,Non-Metro,Red Willow,1.0,12.0
Nebraska,Non-Metro,Richardson,7.0,3.0
Nebraska,Non-Metro,Saline,7.0,31.0
Nebraska,Non-Metro,Scotts Bluff,48.0,35.0
Nebraska,Non-Metro,Sherman,0.0,0.0
Nebraska,Non-Metro,Stanton,0.0,2.0
Nebraska,Non-Metro,Thayer,4.0,9.0
Nebraska,Non-Metro,Thomas,0.0,0.0
Nebraska,Non-Metro,Thurston,1.0,18.0
Nebraska,Non-Metro,Wayne,1.0,8.0
Nebraska,Non-Metro,Webster,5.0,1.0
Nebraska,Non-Metro,York,6.0,10.0
Nevada,Metro,Carson City,186.0,474.0
Nevada,Metro,Lyon,206.0,326.0
Nevada,Metro,Washoe,405.0,690.0
Nevada,Non-Metro,Churchill,33.0,93.0
Nevada,Non-Metro,Douglas,70.0,367.0
Nevada,Non-Metro,Elko,57.0,118.0
Nevada,Non-Metro,Eureka,18.0,27.0
Nevada,Non-Metro,Humboldt,23.0,74.0
Nevada,Non-Metro,Lander,15.0,40.0
Nevada,Non-Metro,Mineral,7.0,49.0
Nevada,Non-Metro,Nye,148.0,606.0
Nevada,Non-Metro,White Pine,27.0,38.0
New Hampshire,Metro,Hillsborough ,0.0,1.0
New Hampshire,Metro,Rockingham,16.0,8.0
New Hampshire,Metro,Strafford,4.0,0.0
New Hampshire,Non-Metro,Belknap,2.0,8.0
New Hampshire,Non-Metro,Carroll,1.0,33.0
New Hampshire,Non-Metro,Cheshire,1.0,6.0
New Hampshire,Non-Metro,Grafton,0.0,0.0
New Hampshire,Non-Metro,Merrimack,2.0,1.0
New Hampshire,Non-Metro,Sullivan,0.0,4.0
New Jersey,Metro,Atlantic,0.0,0.0
New Jersey,Metro,Bergen,0.0,0.0
New Jersey,Metro,Burlington,0.0,0.0
New Jersey,Metro,Camden,9.0,24.0
New Jersey,Metro,Cape May,0.0,0.0
New Jersey,Metro,Cumberland,0.0,0.0
New Jersey,Metro,Essex,54.0,96.0
New Jersey,Metro,Gloucester,0.0,4.0
New Jersey,Metro,Hudson,0.0,0.0
New Jersey,Metro,Hunterdon,0.0,0.0
New Jersey,Metro,Mercer,3.0,3.0
New Jersey,Metro,Middlesex,0.0,0.0
New Jersey,Metro,Monmouth,1.0,2.0
New Jersey,Metro,Ocean,3.0,5.0
New Jersey,Metro,Passaic,1.0,15.0
New Jersey,Metro,Salem,0.0,0.0
New Jersey,Metro,Somerset,0.0,0.0
New Jersey,Metro,Sussex,0.0,0.0
New Jersey,Metro,Union,0.0,0.0
New Jersey,Metro,Warren,0.0,0.0
New Mexico,Metro,Bernalillo,675.0,1954.0
New Mexico,Metro,Dona Ana,338.0,1106.0
New Mexico,Metro,Sandoval,81.0,142.0
New Mexico,Metro,San Juan,271.0,457.0
New Mexico,Metro,Santa Fe,110.0,414.0
New Mexico,Metro,Torrance,24.0,151.0
New Mexico,Metro,Valencia,232.0,516.0
New Mexico,Non-Metro,Catron,5.0,15.0
New Mexico,Non-Metro,Chaves,75.0,134.0
New Mexico,Non-Metro,Cibola,5.0,19.0
New Mexico,Non-Metro,Curry,20.0,91.0
New Mexico,Non-Metro,De Baca,12.0,19.0
New Mexico,Non-Metro,Guadalupe,0.0,8.0
New Mexico,Non-Metro,Hidalgo,5.0,7.0
New Mexico,Non-Metro,Lea,103.0,653.0
New Mexico,Non-Metro,McKinley,84.0,155.0
New Mexico,Non-Metro,Mora,10.0,11.0
New Mexico,Non-Metro,San Miguel,0.0,0.0
New Mexico,Non-Metro,Socorro,24.0,46.0
New York,Metro,Albany,8.0,50.0
New York,Metro,Broome,43.0,525.0
New York,Metro,Chemung,16.0,126.0
New York,Metro,Dutchess,24.0,326.0
New York,Metro,Erie,45.0,560.0
New York,Metro,Herkimer,0.0,11.0
New York,Metro,Jefferson,17.0,131.0
New York,Metro,Livingston,17.0,192.0
New York,Metro,Madison,18.0,79.0
New York,Metro,Monroe,157.0,2491.0
New York,Metro,Nassau,1744.0,11887.0
New York,Metro,Niagara,34.0,505.0
New York,Metro,Oneida,39.0,191.0
New York,Metro,Onondaga,209.0,1188.0
New York,Metro,Ontario,67.0,504.0
New York,Metro,Orange,3.0,14.0
New York,Metro,Oswego,27.0,246.0
New York,Metro,Putnam,23.0,225.0
New York,Metro,Rensselaer,18.0,146.0
New York,Metro,Saratoga,76.0,995.0
New York,Metro,Schenectady,5.0,18.0
New York,Metro,Schoharie,3.0,31.0
New York,Metro,Suffolk,45.0,0.0
New York,Metro,Tioga,18.0,257.0
New York,Metro,Tompkins,21.0,269.0
New York,Metro,Ulster,20.0,111.0
New York,Metro,Warren,22.0,503.0
New York,Metro,Wayne,38.0,256.0
New York,Metro,Westchester Public Safety,11.0,122.0
New York,Non-Metro,Cattaraugus,31.0,146.0
New York,Non-Metro,Cayuga,13.0,87.0
New York,Non-Metro,Chautauqua,26.0,232.0
New York,Non-Metro,Cortland,27.0,187.0
New York,Non-Metro,Delaware,12.0,52.0
New York,Non-Metro,Essex,0.0,2.0
New York,Non-Metro,Fulton,23.0,193.0
New York,Non-Metro,Genesee,29.0,173.0
New York,Non-Metro,Greene,17.0,23.0
New York,Non-Metro,Hamilton,1.0,5.0
New York,Non-Metro,Lewis,9.0,49.0
New York,Non-Metro,Montgomery,14.0,231.0
New York,Non-Metro,Otsego,8.0,26.0
New York,Non-Metro,Schuyler,7.0,36.0
New York,Non-Metro,Seneca,5.0,63.0
New York,Non-Metro,Steuben,21.0,101.0
New York,Non-Metro,St. Lawrence,7.0,27.0
New York,Non-Metro,Sullivan,21.0,280.0
New York,Non-Metro,Wyoming,6.0,83.0
New York,Non-Metro,Yates,8.0,70.0
North Carolina,Metro,Alamance,152.0,476.0
North Carolina,Metro,Alexander,80.0,283.0
North Carolina,Metro,Anson,28.0,134.0
North Carolina,Metro,Brunswick,195.0,877.0
North Carolina,Metro,Buncombe,176.0,1216.0
North Carolina,Metro,Burke,94.0,715.0
North Carolina,Metro,Cabarrus,55.0,481.0
North Carolina,Metro,Caldwell,64.0,635.0
North Carolina,Metro,Camden,25.0,70.0
North Carolina,Metro,Chatham,70.0,501.0
North Carolina,Metro,Currituck,69.0,235.0
North Carolina,Metro,Davie,139.0,517.0
North Carolina,Metro,Durham,91.0,494.0
North Carolina,Metro,Edgecombe,76.0,240.0
North Carolina,Metro,Forsyth,298.0,1205.0
North Carolina,Metro,Gaston,7.0,2.0
North Carolina,Metro,Gaston County Police Department,170.0,673.0
North Carolina,Metro,Gates,19.0,99.0
North Carolina,Metro,Guilford,295.0,803.0
North Carolina,Metro,Henderson,89.0,715.0
North Carolina,Metro,Hoke,292.0,853.0
North Carolina,Metro,Iredell,185.0,587.0
North Carolina,Metro,Johnston,168.0,1292.0
North Carolina,Metro,Lincoln,78.0,634.0
North Carolina,Metro,Madison,9.0,61.0
North Carolina,Metro,Moore,70.0,382.0
North Carolina,Metro,New Hanover,146.0,1239.0
North Carolina,Metro,Onslow,300.0,1287.0
North Carolina,Metro,Orange,95.0,392.0
North Carolina,Metro,Pender,83.0,380.0
North Carolina,Metro,Person,58.0,236.0
North Carolina,Metro,Pitt,193.0,580.0
North Carolina,Metro,Rockingham,65.0,364.0
North Carolina,Metro,Rowan,171.0,601.0
North Carolina,Metro,Union,202.0,1240.0
North Carolina,Metro,Wake,277.0,1034.0
North Carolina,Metro,Wayne,280.0,1108.0
North Carolina,Metro,Yadkin,34.0,259.0
North Carolina,Non-Metro,Ashe,27.0,106.0
North Carolina,Non-Metro,Avery,23.0,171.0
North Carolina,Non-Metro,Bertie,43.0,109.0
North Carolina,Non-Metro,Bladen,41.0,301.0
North Carolina,Non-Metro,Carteret,58.0,343.0
North Carolina,Non-Metro,Caswell,20.0,51.0
North Carolina,Non-Metro,Cherokee,65.0,295.0
North Carolina,Non-Metro,Chowan,31.0,53.0
North Carolina,Non-Metro,Clay,14.0,149.0
North Carolina,Non-Metro,Cleveland,146.0,488.0
North Carolina,Non-Metro,Craven,90.0,378.0
North Carolina,Non-Metro,Dare,41.0,166.0
North Carolina,Non-Metro,Granville,68.0,273.0
North Carolina,Non-Metro,Halifax,136.0,379.0
North Carolina,Non-Metro,Harnett,288.0,1383.0
North Carolina,Non-Metro,Haywood,70.0,390.0
North Carolina,Non-Metro,Hertford,13.0,67.0
North Carolina,Non-Metro,Jackson,104.0,475.0
North Carolina,Non-Metro,Lee,29.0,200.0
North Carolina,Non-Metro,Martin,31.0,161.0
North Carolina,Non-Metro,McDowell,53.0,587.0
North Carolina,Non-Metro,Montgomery,55.0,153.0
North Carolina,Non-Metro,Northampton,73.0,350.0
North Carolina,Non-Metro,Pamlico,22.0,124.0
North Carolina,Non-Metro,Pasquotank,77.0,151.0
North Carolina,Non-Metro,Perquimans,27.0,109.0
North Carolina,Non-Metro,Polk,39.0,121.0
North Carolina,Non-Metro,Richmond,136.0,860.0
North Carolina,Non-Metro,Robeson,900.0,1885.0
North Carolina,Non-Metro,Rutherford,80.0,428.0
North Carolina,Non-Metro,Sampson,105.0,690.0
North Carolina,Non-Metro,Scotland,84.0,263.0
North Carolina,Non-Metro,Surry,78.0,431.0
North Carolina,Non-Metro,Swain,24.0,103.0
North Carolina,Non-Metro,Transylvania,26.0,140.0
North Carolina,Non-Metro,Tyrrell,9.0,34.0
North Carolina,Non-Metro,Warren,61.0,199.0
North Carolina,Non-Metro,Watauga,19.0,134.0
North Carolina,Non-Metro,Wilkes,121.0,429.0
North Carolina,Non-Metro,Wilson,49.0,274.0
North Carolina,Non-Metro,Yancey,6.0,55.0
North Dakota,Metro,Burleigh,14.0,70.0
North Dakota,Metro,Cass,12.0,153.0
North Dakota,Metro,Grand Forks,12.0,56.0
North Dakota,Metro,McHenry,3.0,27.0
North Dakota,Metro,Morton,5.0,74.0
North Dakota,Metro,Ward,34.0,49.0
North Dakota,Non-Metro,Barnes,0.0,5.0
North Dakota,Non-Metro,Benson,4.0,6.0
North Dakota,Non-Metro,Billings,0.0,2.0
North Dakota,Non-Metro,Bottineau,2.0,45.0
North Dakota,Non-Metro,Cavalier,2.0,15.0
North Dakota,Non-Metro,Dunn,1.0,16.0
North Dakota,Non-Metro,Emmons,0.0,20.0
North Dakota,Non-Metro,McIntosh,0.0,5.0
North Dakota,Non-Metro,McKenzie,12.0,80.0
North Dakota,Non-Metro,McLean,9.0,49.0
North Dakota,Non-Metro,Mercer,2.0,14.0
North Dakota,Non-Metro,Mountrail,2.0,54.0
North Dakota,Non-Metro,Nelson,4.0,5.0
North Dakota,Non-Metro,Pembina,5.0,20.0
North Dakota,Non-Metro,Ransom,2.0,19.0
North Dakota,Non-Metro,Richland,2.0,28.0
North Dakota,Non-Metro,Rolette,7.0,12.0
North Dakota,Non-Metro,Sargent,5.0,9.0
North Dakota,Non-Metro,Sheridan,0.0,9.0
North Dakota,Non-Metro,Stark,13.0,67.0
North Dakota,Non-Metro,Stutsman,5.0,30.0
North Dakota,Non-Metro,Towner,0.0,5.0
North Dakota,Non-Metro,Traill,3.0,45.0
North Dakota,Non-Metro,Walsh,10.0,37.0
North Dakota,Non-Metro,Williams,16.0,122.0
Ohio,Metro,Allen,79.0,439.0
Ohio,Metro,Ashtabula,79.0,238.0
Ohio,Metro,Belmont,99.0,90.0
Ohio,Metro,Butler,54.0,684.0
Ohio,Metro,Clermont,35.0,318.0
Ohio,Metro,Cuyahoga,33.0,42.0
Ohio,Metro,Delaware,85.0,839.0
Ohio,Metro,Erie,8.0,67.0
Ohio,Metro,Fairfield,59.0,605.0
Ohio,Metro,Franklin,101.0,708.0
Ohio,Metro,Geauga,7.0,96.0
Ohio,Metro,Greene,24.0,282.0
Ohio,Metro,Hamilton,197.0,1687.0
Ohio,Metro,Hocking,36.0,141.0
Ohio,Metro,Jefferson,58.0,80.0
Ohio,Metro,Licking,96.0,464.0
Ohio,Metro,Lucas,40.0,501.0
Ohio,Metro,Madison,29.0,162.0
Ohio,Metro,Mahoning,12.0,70.0
Ohio,Metro,Medina,22.0,185.0
Ohio,Metro,Miami,51.0,212.0
Ohio,Metro,Montgomery,260.0,1087.0
Ohio,Metro,Morrow,49.0,57.0
Ohio,Metro,Perry,15.0,72.0
Ohio,Metro,Pickaway,30.0,367.0
Ohio,Metro,Portage,49.0,526.0
Ohio,Metro,Richland,209.0,371.0
Ohio,Metro,Stark,214.0,1216.0
Ohio,Metro,Summit,112.0,697.0
Ohio,Metro,Trumbull,30.0,204.0
Ohio,Metro,Union,56.0,152.0
Ohio,Metro,Warren,62.0,840.0
Ohio,Metro,Wood,23.0,197.0
Ohio,Non-Metro,Adams,12.0,33.0
Ohio,Non-Metro,Ashland,32.0,42.0
Ohio,Non-Metro,Athens,26.0,161.0
Ohio,Non-Metro,Champaign,21.0,129.0
Ohio,Non-Metro,Clinton,5.0,35.0
Ohio,Non-Metro,Columbiana,39.0,91.0
Ohio,Non-Metro,Coshocton,33.0,312.0
Ohio,Non-Metro,Crawford,12.0,34.0
Ohio,Non-Metro,Darke,8.0,126.0
Ohio,Non-Metro,Defiance,9.0,93.0
Ohio,Non-Metro,Fayette,25.0,148.0
Ohio,Non-Metro,Gallia,37.0,72.0
Ohio,Non-Metro,Hancock,32.0,156.0
Ohio,Non-Metro,Hardin,13.0,17.0
Ohio,Non-Metro,Harrison,6.0,52.0
Ohio,Non-Metro,Henry,17.0,78.0
Ohio,Non-Metro,Highland,26.0,155.0
Ohio,Non-Metro,Holmes,0.0,118.0
Ohio,Non-Metro,Jackson,21.0,106.0
Ohio,Non-Metro,Logan,14.0,81.0
Ohio,Non-Metro,Meigs,18.0,89.0
Ohio,Non-Metro,Mercer,8.0,18.0
Ohio,Non-Metro,Monroe,6.0,9.0
Ohio,Non-Metro,Morgan,14.0,61.0
Ohio,Non-Metro,Muskingum,152.0,503.0
Ohio,Non-Metro,Paulding,18.0,54.0
Ohio,Non-Metro,Pike,30.0,257.0
Ohio,Non-Metro,Preble,14.0,92.0
Ohio,Non-Metro,Ross,62.0,656.0
Ohio,Non-Metro,Scioto,89.0,394.0
Ohio,Non-Metro,Seneca,14.0,124.0
Ohio,Non-Metro,Shelby,12.0,84.0
Ohio,Non-Metro,Tuscarawas,33.0,250.0
Ohio,Non-Metro,Van Wert,21.0,95.0
Ohio,Non-Metro,Vinton,7.0,44.0
Ohio,Non-Metro,Washington,28.0,124.0
Ohio,Non-Metro,Wayne,46.0,373.0
Ohio,Non-Metro,Williams,8.0,91.0
Ohio,Non-Metro,Wyandot,1.0,3.0
Oklahoma,Metro,Canadian,14.0,128.0
Oklahoma,Metro,Cleveland,46.0,174.0
Oklahoma,Metro,Comanche,1.0,35.0
Oklahoma,Metro,Cotton,9.0,33.0
Oklahoma,Metro,Creek,19.0,246.0
Oklahoma,Metro,Garfield,11.0,94.0
Oklahoma,Metro,Grady,40.0,170.0
Oklahoma,Metro,Lincoln,69.0,198.0
Oklahoma,Metro,Logan,37.0,217.0
Oklahoma,Metro,McClain,29.0,161.0
Oklahoma,Metro,Oklahoma,30.0,114.0
Oklahoma,Metro,Okmulgee,26.0,179.0
Oklahoma,Metro,Osage,30.0,244.0
Oklahoma,Metro,Pawnee,7.0,82.0
Oklahoma,Metro,Rogers,39.0,249.0
Oklahoma,Metro,Sequoyah,56.0,161.0
Oklahoma,Metro,Tulsa,185.0,545.0
Oklahoma,Metro,Wagoner,80.0,238.0
Oklahoma,Non-Metro,Adair,24.0,102.0
Oklahoma,Non-Metro,Alfalfa,2.0,52.0
Oklahoma,Non-Metro,Atoka,14.0,59.0
Oklahoma,Non-Metro,Beaver,6.0,15.0
Oklahoma,Non-Metro,Beckham,8.0,38.0
Oklahoma,Non-Metro,Blaine,11.0,46.0
Oklahoma,Non-Metro,Bryan,45.0,214.0
Oklahoma,Non-Metro,Caddo,28.0,155.0
Oklahoma,Non-Metro,Carter,13.0,173.0
Oklahoma,Non-Metro,Cherokee,57.0,264.0
Oklahoma,Non-Metro,Choctaw,18.0,59.0
Oklahoma,Non-Metro,Cimarron,0.0,3.0
Oklahoma,Non-Metro,Coal,8.0,44.0
Oklahoma,Non-Metro,Craig,22.0,115.0
Oklahoma,Non-Metro,Custer,6.0,59.0
Oklahoma,Non-Metro,Delaware,99.0,312.0
Oklahoma,Non-Metro,Dewey,1.0,30.0
Oklahoma,Non-Metro,Ellis,10.0,34.0
Oklahoma,Non-Metro,Garvin,39.0,165.0
Oklahoma,Non-Metro,Grant,2.0,38.0
Oklahoma,Non-Metro,Greer,8.0,13.0
Oklahoma,Non-Metro,Harmon,2.0,2.0
Oklahoma,Non-Metro,Harper,2.0,7.0
Oklahoma,Non-Metro,Haskell,9.0,43.0
Oklahoma,Non-Metro,Hughes,12.0,96.0
Oklahoma,Non-Metro,Jackson,6.0,16.0
Oklahoma,Non-Metro,Jefferson,3.0,13.0
Oklahoma,Non-Metro,Johnston,23.0,30.0
Oklahoma,Non-Metro,Kay,24.0,70.0
Oklahoma,Non-Metro,Kingfisher,6.0,49.0
Oklahoma,Non-Metro,Kiowa,2.0,12.0
Oklahoma,Non-Metro,Latimer,7.0,41.0
Oklahoma,Non-Metro,Le Flore,44.0,128.0
Oklahoma,Non-Metro,Love,9.0,90.0
Oklahoma,Non-Metro,Major,15.0,41.0
Oklahoma,Non-Metro,Marshall,11.0,159.0
Oklahoma,Non-Metro,Mayes,51.0,198.0
Oklahoma,Non-Metro,McCurtain,46.0,298.0
Oklahoma,Non-Metro,McIntosh,38.0,197.0
Oklahoma,Non-Metro,Murray,9.0,35.0
Oklahoma,Non-Metro,Muskogee,81.0,180.0
Oklahoma,Non-Metro,Noble,13.0,41.0
Oklahoma,Non-Metro,Nowata,10.0,70.0
Oklahoma,Non-Metro,Okfuskee,11.0,62.0
Oklahoma,Non-Metro,Ottawa,29.0,203.0
Oklahoma,Non-Metro,Payne,27.0,165.0
Oklahoma,Non-Metro,Pittsburg,49.0,261.0
Oklahoma,Non-Metro,Pontotoc,0.0,51.0
Oklahoma,Non-Metro,Pottawatomie,95.0,354.0
Oklahoma,Non-Metro,Pushmataha,10.0,50.0
Oklahoma,Non-Metro,Roger Mills,3.0,17.0
Oklahoma,Non-Metro,Seminole,23.0,198.0
Oklahoma,Non-Metro,Stephens,20.0,118.0
Oklahoma,Non-Metro,Texas,4.0,45.0
Oklahoma,Non-Metro,Tillman,5.0,17.0
Oklahoma,Non-Metro,Washington,15.0,88.0
Oklahoma,Non-Metro,Washita,3.0,44.0
Oklahoma,Non-Metro,Woods,8.0,40.0
Oklahoma,Non-Metro,Woodward,5.0,21.0
Oregon,Metro,Benton,25.0,137.0
Oregon,Metro,Clackamas,536.0,4127.0
Oregon,Metro,Columbia,50.0,78.0
Oregon,Metro,Crook,18.0,3.0
Oregon,Metro,Deschutes,61.0,468.0
Oregon,Metro,Jackson,215.0,835.0
Oregon,Metro,Jefferson,7.0,66.0
Oregon,Metro,Josephine,94.0,205.0
Oregon,Metro,Lane,247.0,1032.0
Oregon,Metro,Linn,99.0,652.0
Oregon,Metro,Marion,140.0,1654.0
Oregon,Metro,Multnomah,285.0,1338.0
Oregon,Metro,Polk,43.0,204.0
Oregon,Metro,Washington,465.0,2404.0
Oregon,Metro,Yamhill,62.0,295.0
Oregon,Non-Metro,Baker,20.0,144.0
Oregon,Non-Metro,Clatsop,36.0,166.0
Oregon,Non-Metro,Douglas,100.0,557.0
Oregon,Non-Metro,Gilliam,4.0,41.0
Oregon,Non-Metro,Hood River,14.0,144.0
Oregon,Non-Metro,Klamath,195.0,471.0
Oregon,Non-Metro,Lincoln,31.0,169.0
Oregon,Non-Metro,Morrow,12.0,104.0
Oregon,Non-Metro,Sherman,3.0,31.0
Oregon,Non-Metro,Tillamook,24.0,169.0
Oregon,Non-Metro,Umatilla,41.0,307.0
Oregon,Non-Metro,Union,12.0,181.0
Oregon,Non-Metro,Wasco,17.0,93.0
Pennsylvania,Metro,Allegheny,5.0,1.0
Pennsylvania,Metro,Allegheny County Police Department,449.0,150.0
Pennsylvania,Metro,Beaver,0.0,0.0
Pennsylvania,Metro,Berks,4.0,0.0
Pennsylvania,Metro,Bucks,0.0,0.0
Pennsylvania,Metro,Butler,0.0,0.0
Pennsylvania,Metro,Carbon,0.0,0.0
Pennsylvania,Metro,Centre,0.0,0.0
Pennsylvania,Metro,Chester,0.0,0.0
Pennsylvania,Metro,Cumberland,0.0,0.0
Pennsylvania,Metro,Erie,0.0,0.0
Pennsylvania,Metro,Franklin,0.0,0.0
Pennsylvania,Metro,Lancaster ,1.0,0.0
Pennsylvania,Metro,Lawrence ,0.0,0.0
Pennsylvania,Metro,Lehigh,0.0,0.0
