NAME,S1701_C03_001E,S1501_C02_015E,S1901_C01_012E,state,county
"Anderson County, Texas",17.1,14.5,58846,48,001
"Andrews County, Texas",14.2,19.9,76902,48,003
"Angelina County, Texas",16.3,18.0,58847,48,005
"Aransas County, Texas",18.7,27.6,61754,48,007
"Archer County, Texas",11.7,25.2,71958,48,009
"Armstrong County, Texas",5.8,21.4,68462,48,011
"Atascosa County, Texas",16.1,15.3,69413,48,013
"Austin County, Texas",14.5,23.4,75994,48,015
"Bailey County, Texas",13.6,16.7,70625,48,017
"Bandera County, Texas",16.1,25.5,69703,48,019
"Bastrop County, Texas",12.4,23.3,82730,48,021
"Baylor County, Texas",20.8,28.4,42313,48,023
"Bee County, Texas",17.0,11.4,56075,48,025
"Bell County, Texas",14.6,27.2,66051,48,027
"Bexar County, Texas",14.7,31.5,70571,48,029
"Blanco County, Texas",8.7,34.3,87564,48,031
"Borden County, Texas",4.8,35.3,64250,48,033
"Bosque County, Texas",9.1,20.7,69339,48,035
"Bowie County, Texas",16.3,22.1,59295,48,037
"Brazoria County, Texas",7.3,32.1,95155,48,039
"Brazos County, Texas",23.9,42.5,58388,48,041
"Brewster County, Texas",8.4,45.3,52612,48,043
"Briscoe County, Texas",15.3,19.0,41188,48,045
"Brooks County, Texas",30.7,14.4,31310,48,047
"Brown County, Texas",14.5,19.9,55305,48,049
"Burleson County, Texas",12.6,23.1,72888,48,051
"Burnet County, Texas",8.0,28.7,77158,48,053
"Caldwell County, Texas",13.9,16.4,68503,48,055
"Calhoun County, Texas",8.7,16.9,71870,48,057
"Callahan County, Texas",10.1,23.9,68455,48,059
"Cameron County, Texas",24.4,20.6,51334,48,061
"Camp County, Texas",22.4,19.7,55061,48,063
"Carson County, Texas",7.2,25.9,84583,48,065
"Cass County, Texas",17.3,17.6,54328,48,067
"Castro County, Texas",14.0,21.0,63485,48,069
"Chambers County, Texas",13.1,23.0,108114,48,071
"Cherokee County, Texas",17.9,18.5,59830,48,073
"Childress County, Texas",9.8,11.5,60333,48,075
"Clay County, Texas",10.4,23.9,77355,48,077
"Cochran County, Texas",27.3,10.7,42137,48,079
"Coke County, Texas",14.1,21.1,46431,48,081
"Coleman County, Texas",15.0,17.9,52364,48,083
"Collin County, Texas",6.3,54.9,117588,48,085
"Collingsworth County, Texas",26.2,26.0,60165,48,087
"Colorado County, Texas",10.7,24.0,68554,48,089
"Comal County, Texas",6.4,42.2,99015,48,091
"Comanche County, Texas",14.1,20.0,59946,48,093
"Concho County, Texas",13.3,13.2,59632,48,095
"Cooke County, Texas",14.1,23.6,72472,48,097
"Coryell County, Texas",9.9,18.7,68904,48,099
"Cottle County, Texas",22.8,21.8,58819,48,101
"Crane County, Texas",8.2,14.3,59915,48,103
"Crockett County, Texas",3.3,11.0,81739,48,105
"Crosby County, Texas",22.1,14.1,52197,48,107
"Culberson County, Texas",17.7,16.3,42672,48,109
"Dallam County, Texas",10.0,15.7,72332,48,111
"Dallas County, Texas",14.0,34.8,74149,48,113
"Dawson County, Texas",17.7,14.5,55789,48,115
"Deaf Smith County, Texas",15.8,11.8,54114,48,117
"Delta County, Texas",14.0,19.5,62855,48,119
"Denton County, Texas",7.0,48.4,108185,48,121
"DeWitt County, Texas",15.9,15.7,64014,48,123
"Dickens County, Texas",14.5,19.1,50417,48,125
"Dimmit County, Texas",44.8,11.0,33409,48,127
"Donley County, Texas",8.3,16.1,56648,48,129
"Duval County, Texas",29.0,7.0,50081,48,131
"Eastland County, Texas",14.6,22.2,51741,48,133
"Ector County, Texas",15.3,16.6,71031,48,135
"Edwards County, Texas",25.3,25.9,38500,48,137
"Ellis County, Texas",8.1,28.6,95898,48,139
"El Paso County, Texas",18.9,25.4,58859,48,141
"Erath County, Texas",15.9,32.5,65351,48,143
"Falls County, Texas",14.6,15.0,55372,48,145
"Fannin County, Texas",14.2,20.2,68377,48,147
"Fayette County, Texas",8.8,27.2,76541,48,149
"Fisher County, Texas",10.3,18.2,64700,48,151
"Floyd County, Texas",18.1,16.7,55461,48,153
"Foard County, Texas",20.9,14.5,42212,48,155
"Fort Bend County, Texas",7.2,49.3,113409,48,157
"Franklin County, Texas",11.1,29.3,66800,48,159
"Freestone County, Texas",14.3,15.9,58460,48,161
"Frio County, Texas",19.6,11.4,60098,48,163
"Gaines County, Texas",7.4,8.1,76605,48,165
"Galveston County, Texas",11.2,34.3,85348,48,167
"Garza County, Texas",14.0,10.6,50545,48,169
"Gillespie County, Texas",9.5,35.3,67799,48,171
"Glasscock County, Texas",8.5,39.9,106806,48,173
"Goliad County, Texas",9.2,19.0,59556,48,175
"Gonzales County, Texas",14.5,12.6,59355,48,177
"Gray County, Texas",16.3,15.4,56082,48,179
"Grayson County, Texas",11.1,23.7,70455,48,181
"Gregg County, Texas",17.0,22.4,64809,48,183
"Grimes County, Texas",13.3,19.5,67080,48,185
"Guadalupe County, Texas",8.8,30.9,93776,48,187
"Hale County, Texas",19.0,15.6,52788,48,189
"Hall County, Texas",16.4,17.8,46728,48,191
"Hamilton County, Texas",18.4,24.3,55339,48,193
"Hansford County, Texas",7.8,30.4,68299,48,195
"Hardeman County, Texas",12.8,15.0,61179,48,197
"Hardin County, Texas",12.3,20.8,72532,48,199
"Harris County, Texas",15.9,33.7,73104,48,201
"Harrison County, Texas",17.4,22.5,66040,48,203
"Hartley County, Texas",6.8,23.1,82122,48,205
"Haskell County, Texas",14.2,22.5,54044,48,207
"Hays County, Texas",12.0,41.9,85827,48,209
"Hemphill County, Texas",3.5,24.4,72052,48,211
"Henderson County, Texas",14.2,20.2,63955,48,213
"Hidalgo County, Texas",27.2,20.3,52281,48,215
"Hill County, Texas",14.2,18.5,63147,48,217
"Hockley County, Texas",12.6,18.3,54810,48,219
"Hood County, Texas",8.2,32.4,86802,48,221
"Hopkins County, Texas",12.3,20.0,64725,48,223
"Houston County, Texas",16.3,15.5,54563,48,225
"Howard County, Texas",15.1,15.3,71457,48,227
"Hudspeth County, Texas",19.0,12.4,39336,48,229
"Hunt County, Texas",12.4,21.9,70112,48,231
"Hutchinson County, Texas",11.6,16.0,65470,48,233
"Irion County, Texas",7.5,22.1,58125,48,235
"Jack County, Texas",13.5,15.6,65693,48,237
"Jackson County, Texas",14.1,15.9,61752,48,239
"Jasper County, Texas",22.2,12.6,49919,48,241
"Jeff Davis County, Texas",31.2,30.4,32625,48,243
"Jefferson County, Texas",18.8,19.4,59934,48,245
"Jim Hogg County, Texas",31.4,19.0,42230,48,247
"Jim Wells County, Texas",23.2,15.2,47492,48,249
"Johnson County, Texas",10.7,23.5,81826,48,251
"Jones County, Texas",12.6,11.2,63472,48,253
"Karnes County, Texas",21.3,16.0,59103,48,255
"Kaufman County, Texas",9.7,25.3,88606,48,257
"Kendall County, Texas",5.1,49.1,110498,48,259
"Kenedy County, Texas",5.9,10.6,-666666666,48,261
"Kent County, Texas",8.4,26.9,71420,48,263
"Kerr County, Texas",11.7,31.2,67927,48,265
"Kimble County, Texas",15.0,25.6,65703,48,267
"King County, Texas",15.3,36.4,70192,48,269
"Kinney County, Texas",11.3,19.5,66341,48,271
"Kleberg County, Texas",28.8,23.7,57612,48,273
"Knox County, Texas",11.4,15.6,56304,48,275
"Lamar County, Texas",18.7,20.6,61122,48,277
"Lamb County, Texas",15.9,14.3,56997,48,279
"Lampasas County, Texas",9.2,21.6,76919,48,281
"La Salle County, Texas",22.0,8.1,55469,48,283
"Lavaca County, Texas",9.4,20.9,61768,48,285
"Lee County, Texas",12.2,18.7,66000,48,287
"Leon County, Texas",14.4,17.1,59975,48,289
"Liberty County, Texas",17.7,11.2,64773,48,291
"Limestone County, Texas",19.4,19.1,58109,48,293
"Lipscomb County, Texas",13.6,25.4,71442,48,295
"Live Oak County, Texas",17.2,13.8,53869,48,297
"Llano County, Texas",11.7,33.1,65636,48,299
"Loving County, Texas",9.3,0.0,51087,48,301
"Lubbock County, Texas",17.2,33.3,63367,48,303
"Lynn County, Texas",17.5,24.3,57411,48,305
"McCulloch County, Texas",14.6,19.6,51919,48,307
"McLennan County, Texas",17.1,27.8,63888,48,309
"McMullen County, Texas",9.1,15.0,45833,48,311
"Madison County, Texas",13.4,14.5,67128,48,313
"Marion County, Texas",18.4,16.0,47447,48,315
"Martin County, Texas",8.1,17.8,77083,48,317
"Mason County, Texas",6.4,40.1,68750,48,319
"Matagorda County, Texas",21.8,22.8,55174,48,321
"Maverick County, Texas",22.6,15.3,51270,48,323
"Medina County, Texas",11.3,22.2,73462,48,325
"Menard County, Texas",21.1,22.9,48191,48,327
"Midland County, Texas",10.6,30.9,93984,48,329
"Milam County, Texas",15.8,19.5,59076,48,331
"Mills County, Texas",7.7,28.1,64494,48,333
"Mitchell County, Texas",13.2,13.9,56033,48,335
"Montague County, Texas",13.5,17.8,62818,48,337
"Montgomery County, Texas",9.3,37.9,97266,48,339
"Moore County, Texas",15.3,12.0,61325,48,341
"Morris County, Texas",16.9,15.5,55082,48,343
"Motley County, Texas",9.7,22.0,62857,48,345
"Nacogdoches County, Texas",22.3,26.5,51528,48,347
"Navarro County, Texas",16.8,17.1,59310,48,349
"Newton County, Texas",22.4,6.2,41044,48,351
"Nolan County, Texas",18.8,13.7,50160,48,353
"Nueces County, Texas",17.7,23.7,66021,48,355
"Ochiltree County, Texas",15.5,19.0,64988,48,357
"Oldham County, Texas",17.7,25.3,76402,48,359
"Orange County, Texas",12.7,17.8,73372,48,361
"Palo Pinto County, Texas",17.0,18.7,64972,48,363
"Panola County, Texas",11.9,17.9,62593,48,365
"Parker County, Texas",7.8,31.6,102099,48,367
"Parmer County, Texas",9.6,16.7,68164,48,369
"Pecos County, Texas",27.4,13.4,67689,48,371
"Polk County, Texas",18.1,13.4,59066,48,373
"Potter County, Texas",20.9,17.3,50448,48,375
"Presidio County, Texas",36.3,20.2,29014,48,377
"Rains County, Texas",12.8,25.2,64874,48,379
"Randall County, Texas",9.5,32.1,80905,48,381
"Reagan County, Texas",11.1,17.0,70288,48,383
"Real County, Texas",20.5,19.1,45417,48,385
"Red River County, Texas",20.9,15.6,46912,48,387
"Reeves County, Texas",21.9,6.9,56056,48,389
"Refugio County, Texas",17.3,13.8,58016,48,391
"Roberts County, Texas",6.4,22.0,66118,48,393
"Robertson County, Texas",16.5,19.1,66250,48,395
"Rockwall County, Texas",4.3,44.0,124917,48,397
"Runnels County, Texas",10.4,19.1,63490,48,399
"Rusk County, Texas",14.3,17.9,67506,48,401
"Sabine County, Texas",14.3,17.8,59924,48,403
"San Augustine County, Texas",27.5,11.5,46338,48,405
"San Jacinto County, Texas",17.7,15.8,59526,48,407
"San Patricio County, Texas",15.1,17.2,67512,48,409
"San Saba County, Texas",14.5,21.7,54855,48,411
"Schleicher County, Texas",9.0,24.2,90141,48,413
"Scurry County, Texas",9.8,17.9,62689,48,415
"Shackelford County, Texas",11.6,34.6,64659,48,417
"Shelby County, Texas",23.5,13.7,50436,48,419
"Sherman County, Texas",6.3,25.6,74167,48,421
"Smith County, Texas",12.2,27.7,71923,48,423
"Somervell County, Texas",6.5,25.0,83382,48,425
"Starr County, Texas",33.5,13.3,38182,48,427
"Stephens County, Texas",13.5,18.2,54695,48,429
"Sterling County, Texas",2.7,24.5,78750,48,431
"Stonewall County, Texas",8.7,14.1,61250,48,433
"Sutton County, Texas",11.6,15.5,75000,48,435
"Swisher County, Texas",29.5,20.1,39031,48,437
"Tarrant County, Texas",10.9,34.5,81905,48,439
"Taylor County, Texas",13.5,29.0,66406,48,441
"Terrell County, Texas",8.2,32.3,46989,48,443
"Terry County, Texas",21.8,11.0,45905,48,445
"Throckmorton County, Texas",14.0,25.0,58864,48,447
"Titus County, Texas",17.3,15.4,59220,48,449
"Tom Green County, Texas",11.7,25.1,66254,48,451
"Travis County, Texas",11.0,55.5,97169,48,453
"Trinity County, Texas",16.1,15.9,51663,48,455
"Tyler County, Texas",19.6,12.0,50647,48,457
"Upshur County, Texas",13.3,17.5,62794,48,459
"Upton County, Texas",17.1,8.8,52321,48,461
"Uvalde County, Texas",21.9,20.2,57849,48,463
"Val Verde County, Texas",18.3,21.3,59673,48,465
"Van Zandt County, Texas",11.5,18.2,68274,48,467
"Victoria County, Texas",16.0,19.7,70101,48,469
"Walker County, Texas",17.9,21.4,49862,48,471
"Waller County, Texas",13.5,26.6,76135,48,473
"Ward County, Texas",14.6,10.7,71719,48,475
"Washington County, Texas",12.6,31.0,75085,48,477
"Webb County, Texas",21.0,20.9,62506,48,479
"Wharton County, Texas",14.5,19.2,66100,48,481
"Wheeler County, Texas",14.2,19.5,67964,48,483
"Wichita County, Texas",15.9,24.8,62168,48,485
"Wilbarger County, Texas",18.8,17.4,51626,48,487
"Willacy County, Texas",24.6,12.2,45645,48,489
"Williamson County, Texas",6.3,47.4,108309,48,491
"Wilson County, Texas",9.8,26.3,92461,48,493
"Winkler County, Texas",12.0,10.0,91898,48,495
"Wise County, Texas",9.1,20.6,89897,48,497
"Wood County, Texas",12.6,22.3,62524,48,499
"Yoakum County, Texas",12.0,14.2,82261,48,501
"Young County, Texas",16.7,23.6,63723,48,503
"Zapata County, Texas",37.4,13.3,36527,48,505
"Zavala County, Texas",36.3,9.6,41887,48,507
"Beaver County, Utah",7.5,22.7,85603,49,001
"Box Elder County, Utah",8.6,26.7,77865,49,003
"Cache County, Utah",13.1,40.4,78292,49,005
"Carbon County, Utah",16.8,18.4,53673,49,007
"Daggett County, Utah",10.1,11.6,58750,49,009
"Davis County, Utah",6.0,38.7,108058,49,011
"Duchesne County, Utah",13.3,17.0,74738,49,013
"Emery County, Utah",11.3,17.2,69956,49,015
"Garfield County, Utah",11.1,32.0,61688,49,017
"Grand County, Utah",17.0,34.7,62521,49,019
"Iron County, Utah",13.6,30.3,65527,49,021
"Juab County, Utah",9.0,20.2,89803,49,023
"Kane County, Utah",10.4,32.1,75000,49,025
"Millard County, Utah",8.8,23.1,70877,49,027
"Morgan County, Utah",1.7,38.8,126092,49,029
"Piute County, Utah",11.1,19.0,44650,49,031
"Rich County, Utah",9.5,24.5,76875,49,033
"Salt Lake County, Utah",8.4,38.6,94658,49,035
"San Juan County, Utah",18.4,20.2,54890,49,037
"Sanpete County, Utah",15.3,23.2,67459,49,039
"Sevier County, Utah",10.5,23.1,73765,49,041
"Summit County, Utah",4.5,58.1,137058,49,043
"Tooele County, Utah",4.7,23.2,101846,49,045
"Uintah County, Utah",11.1,16.8,69861,49,047
"Utah County, Utah",8.7,43.8,96877,49,049
"Wasatch County, Utah",5.1,47.7,115146,49,051
"Washington County, Utah",9.9,33.3,76411,49,053
"Wayne County, Utah",9.1,25.2,70074,49,055
"Weber County, Utah",7.5,28.0,87083,49,057
"Addison County, Vermont",7.4,43.5,88478,50,001
"Bennington County, Vermont",11.4,41.2,71494,50,003
"Caledonia County, Vermont",12.6,31.9,66075,50,005
"Chittenden County, Vermont",10.4,55.8,94310,50,007
"Essex County, Vermont",14.3,21.2,58985,50,009
"Franklin County, Vermont",10.1,28.8,79078,50,011
"Grand Isle County, Vermont",7.6,43.2,90625,50,013
"Lamoille County, Vermont",8.1,43.8,69897,50,015
"Orange County, Vermont",9.4,36.5,77328,50,017
"Orleans County, Vermont",10.8,28.6,66426,50,019
"Rutland County, Vermont",12.0,33.5,64778,50,021
"Washington County, Vermont",9.4,47.0,79853,50,023
"Windham County, Vermont",12.0,42.4,68021,50,025
"Windsor County, Vermont",8.7,41.9,75247,50,027
"Accomack County, Virginia",14.9,21.8,57500,51,001
"Albemarle County, Virginia",6.8,60.6,102617,51,003
"Alleghany County, Virginia",13.1,15.6,55160,51,005
"Amelia County, Virginia",11.1,16.8,66339,51,007
"Amherst County, Virginia",10.8,23.0,67298,51,009
"Appomattox County, Virginia",12.3,20.5,62337,51,011
"Arlington County, Virginia",7.1,77.1,140160,51,013
"Augusta County, Virginia",7.3,23.3,79972,51,015
"Bath County, Virginia",21.1,15.6,61709,51,017
"Bedford County, Virginia",8.1,33.6,77644,51,019
"Bland County, Virginia",12.7,15.4,61375,51,021
"Botetourt County, Virginia",6.1,27.5,80467,51,023
"Brunswick County, Virginia",15.3,15.6,52978,51,025
"Buchanan County, Virginia",23.9,10.8,42216,51,027
"Buckingham County, Virginia",13.7,13.5,59199,51,029
"Campbell County, Virginia",10.1,25.7,62608,51,031
"Caroline County, Virginia",11.6,23.2,86267,51,033
"Carroll County, Virginia",16.2,16.7,52575,51,035
"Charles City County, Virginia",11.4,16.0,70339,51,036
"Charlotte County, Virginia",24.6,18.7,48892,51,037
"Chesterfield County, Virginia",6.8,42.7,98910,51,041
"Clarke County, Virginia",6.9,37.3,114185,51,043
"Craig County, Virginia",14.0,17.3,67778,51,045
"Culpeper County, Virginia",8.2,26.4,96098,51,047
"Cumberland County, Virginia",7.7,18.2,57057,51,049
"Dickenson County, Virginia",20.2,10.7,43831,51,051
"Dinwiddie County, Virginia",10.7,20.5,83898,51,053
"Essex County, Virginia",15.5,17.5,56481,51,057
"Fairfax County, Virginia",5.9,64.3,150113,51,059
"Fauquier County, Virginia",6.1,39.7,129495,51,061
"Floyd County, Virginia",8.3,23.0,61401,51,063
"Fluvanna County, Virginia",7.7,35.6,91959,51,065
"Franklin County, Virginia",11.5,24.3,68348,51,067
"Frederick County, Virginia",7.1,30.3,95603,51,069
"Giles County, Virginia",8.9,18.0,64819,51,071
"Gloucester County, Virginia",6.8,25.9,83689,51,073
"Goochland County, Virginia",3.9,47.0,118695,51,075
"Grayson County, Virginia",18.0,13.9,42864,51,077
"Greene County, Virginia",11.7,28.5,85268,51,079
"Greensville County, Virginia",13.5,13.8,56759,51,081
"Halifax County, Virginia",17.9,18.2,49244,51,083
"Hanover County, Virginia",5.2,42.4,109504,51,085
"Henrico County, Virginia",8.4,45.7,86397,51,087
"Henry County, Virginia",14.8,15.7,48445,51,089
"Highland County, Virginia",10.3,35.5,62946,51,091
"Isle of Wight County, Virginia",7.4,29.9,96118,51,093
"James City County, Virginia",6.5,50.2,107046,51,095
"King and Queen County, Virginia",18.5,19.5,72851,51,097
"King George County, Virginia",6.5,35.8,110517,51,099
"King William County, Virginia",7.9,24.3,85212,51,101
"Lancaster County, Virginia",13.1,37.4,67169,51,103
"Lee County, Virginia",27.6,12.7,42269,51,105
"Loudoun County, Virginia",4.0,64.0,178707,51,107
"Louisa County, Virginia",10.1,27.7,80343,51,109
"Lunenburg County, Virginia",15.9,11.2,54460,51,111
"Madison County, Virginia",7.0,27.6,82972,51,113
"Mathews County, Virginia",7.9,30.1,75487,51,115
"Mecklenburg County, Virginia",17.4,21.2,51691,51,117
"Middlesex County, Virginia",9.5,31.6,74154,51,119
"Montgomery County, Virginia",23.8,48.4,70769,51,121
"Nelson County, Virginia",14.4,33.7,68525,51,125
"New Kent County, Virginia",5.2,35.5,120125,51,127
"Northampton County, Virginia",17.1,32.5,55933,51,131
"Northumberland County, Virginia",10.3,33.9,69500,51,133
"Nottoway County, Virginia",18.9,16.8,62161,51,135
"Orange County, Virginia",10.1,29.4,94175,51,137
"Page County, Virginia",9.5,15.2,59396,51,139
"Patrick County, Virginia",10.8,15.2,50938,51,141
"Pittsylvania County, Virginia",15.0,15.4,54115,51,143
"Powhatan County, Virginia",3.3,34.2,110667,51,145
"Prince Edward County, Virginia",21.6,24.2,55082,51,147
"Prince George County, Virginia",8.0,24.0,88225,51,149
"Prince William County, Virginia",6.1,44.5,128873,51,153
"Pulaski County, Virginia",14.6,21.4,60767,51,155
"Rappahannock County, Virginia",9.5,35.6,98125,51,157
"Richmond County, Virginia",9.3,17.4,64184,51,159
"Roanoke County, Virginia",7.3,37.4,82931,51,161
"Rockbridge County, Virginia",8.0,31.5,63975,51,163
"Rockingham County, Virginia",9.6,28.4,78468,51,165
"Russell County, Virginia",18.1,14.1,49020,51,167
"Scott County, Virginia",18.0,14.2,45136,51,169
"Shenandoah County, Virginia",12.3,21.4,64437,51,171
"Smyth County, Virginia",16.5,18.1,46859,51,173
"Southampton County, Virginia",8.7,18.6,68465,51,175
"Spotsylvania County, Virginia",7.0,33.8,109576,51,177
"Stafford County, Virginia",5.1,43.3,133792,51,179
"Surry County, Virginia",11.6,25.4,71458,51,181
"Sussex County, Virginia",12.1,15.8,62821,51,183
"Tazewell County, Virginia",19.3,16.4,45788,51,185
"Warren County, Virginia",11.3,24.5,84331,51,187
"Washington County, Virginia",11.0,26.5,62774,51,191
"Westmoreland County, Virginia",13.8,19.7,59766,51,193
"Wise County, Virginia",17.7,15.6,50740,51,195
"Wythe County, Virginia",15.6,19.7,55359,51,197
"York County, Virginia",5.4,50.0,108326,51,199
"Alexandria city, Virginia",8.4,65.8,113638,51,510
"Bristol city, Virginia",18.3,23.9,44706,51,520
"Buena Vista city, Virginia",22.0,24.7,54458,51,530
"Charlottesville city, Virginia",22.6,60.6,69829,51,540
"Chesapeake city, Virginia",8.7,36.4,94189,51,550
"Colonial Heights city, Virginia",9.6,29.5,76250,51,570
"Covington city, Virginia",23.6,9.6,42724,51,580
"Danville city, Virginia",25.0,18.3,42778,51,590
"Emporia city, Virginia",13.5,15.2,49375,51,595
"Fairfax city, Virginia",9.9,62.3,132774,51,600
"Falls Church city, Virginia",3.6,79.7,154734,51,610
"Franklin city, Virginia",16.7,26.4,65125,51,620
"Fredericksburg city, Virginia",16.4,46.8,85368,51,630
"Galax city, Virginia",23.4,18.3,41438,51,640
"Hampton city, Virginia",13.0,27.5,67758,51,650
"Harrisonburg city, Virginia",25.6,36.7,59752,51,660
"Hopewell city, Virginia",23.8,12.5,48681,51,670
"Lexington city, Virginia",15.9,57.3,89598,51,678
"Lynchburg city, Virginia",17.4,38.5,59808,51,680
"Manassas city, Virginia",6.7,33.2,117919,51,683
"Manassas Park city, Virginia",5.8,25.5,100668,51,685
"Martinsville city, Virginia",21.8,21.2,42434,51,690
"Newport News city, Virginia",15.1,29.1,66718,51,700
"Norfolk city, Virginia",17.3,32.7,64017,51,710
"Norton city, Virginia",25.7,16.6,38497,51,720
"Petersburg city, Virginia",21.1,25.0,50741,51,730
"Poquoson city, Virginia",5.8,40.1,120919,51,735
"Portsmouth city, Virginia",17.6,23.2,58972,51,740
"Radford city, Virginia",33.7,39.8,52791,51,750
"Richmond city, Virginia",18.8,44.1,62671,51,760
"Roanoke city, Virginia",19.7,28.9,52671,51,770
"Salem city, Virginia",10.9,31.1,66716,51,775
"Staunton city, Virginia",12.6,35.1,62586,51,790
"Suffolk city, Virginia",9.9,32.4,90089,51,800
"Virginia Beach city, Virginia",8.4,40.4,90685,51,810
"Waynesboro city, Virginia",11.7,26.3,56364,51,820
"Williamsburg city, Virginia",14.1,48.5,70206,51,830
"Winchester city, Virginia",19.3,31.6,64648,51,840
"Adams County, Washington",20.5,15.4,65042,53,001
"Asotin County, Washington",14.9,24.3,69107,53,003
"Benton County, Washington",11.1,33.0,87316,53,005
"Chelan County, Washington",9.0,30.2,78306,53,007
"Clallam County, Washington",10.8,30.7,67999,53,009
"Clark County, Washington",8.4,33.0,94948,53,011
"Columbia County, Washington",9.0,27.2,71528,53,013
"Cowlitz County, Washington",13.0,17.0,72932,53,015
"Douglas County, Washington",7.9,21.9,80374,53,017
"Ferry County, Washington",15.6,18.3,54650,53,019
"Franklin County, Washington",13.0,20.4,82755,53,021
"Garfield County, Washington",10.8,26.8,62411,53,023
"Grant County, Washington",15.0,18.2,71115,53,025
"Grays Harbor County, Washington",14.1,17.6,63539,53,027
"Island County, Washington",7.0,35.7,88358,53,029
"Jefferson County, Washington",12.6,43.3,71143,53,031
"King County, Washington",8.4,55.9,122148,53,033
"Kitsap County, Washington",8.3,36.5,98546,53,035
"Kittitas County, Washington",14.3,35.3,69928,53,037
"Klickitat County, Washington",13.7,31.2,70400,53,039
"Lewis County, Washington",13.0,20.2,69690,53,041
"Lincoln County, Washington",10.4,23.7,71227,53,043
"Mason County, Washington",12.6,22.0,78359,53,045
"Okanogan County, Washington",18.5,24.0,60293,53,047
"Pacific County, Washington",11.6,23.4,62350,53,049
"Pend Oreille County, Washington",13.6,20.3,63750,53,051
"Pierce County, Washington",8.9,30.1,96632,53,053
"San Juan County, Washington",10.5,53.4,83682,53,055
"Skagit County, Washington",11.6,29.1,85474,53,057
"Skamania County, Washington",8.3,28.2,90085,53,059
"Snohomish County, Washington",7.9,36.8,107982,53,061
"Spokane County, Washington",12.2,32.1,73513,53,063
"Stevens County, Washington",12.9,21.8,67405,53,065
"Thurston County, Washington",9.7,37.2,93985,53,067
"Wahkiakum County, Washington",15.7,22.3,57091,53,069
"Walla Walla County, Washington",11.7,30.1,72212,53,071
"Whatcom County, Washington",12.7,38.1,80989,53,073
"Whitman County, Washington",23.7,50.2,52893,53,075
"Yakima County, Washington",15.4,18.9,68015,53,077
"Barbour County, West Virginia",20.8,12.2,48347,54,001
"Berkeley County, West Virginia",11.4,24.3,77329,54,003
"Boone County, West Virginia",17.3,11.9,56152,54,005
"Braxton County, West Virginia",18.8,11.9,44449,54,007
"Brooke County, West Virginia",12.1,21.9,52116,54,009
"Cabell County, West Virginia",19.8,32.4,52828,54,011
"Calhoun County, West Virginia",33.4,10.1,41421,54,013
"Clay County, West Virginia",24.9,11.8,42790,54,015
"Doddridge County, West Virginia",14.5,12.7,61164,54,017
"Fayette County, West Virginia",18.8,16.1,52672,54,019
"Gilmer County, West Virginia",12.9,19.9,50991,54,021
"Grant County, West Virginia",13.4,17.9,61530,54,023
"Greenbrier County, West Virginia",20.7,22.1,48662,54,025
"Hampshire County, West Virginia",14.2,16.3,60299,54,027
"Hancock County, West Virginia",15.0,20.2,61017,54,029
"Hardy County, West Virginia",17.6,15.7,49302,54,031
"Harrison County, West Virginia",13.6,25.9,58326,54,033
"Jackson County, West Virginia",17.5,19.4,55671,54,035
"Jefferson County, West Virginia",8.8,33.7,95523,54,037
"Kanawha County, West Virginia",16.1,29.3,58887,54,039
"Lewis County, West Virginia",19.4,17.5,52279,54,041
"Lincoln County, West Virginia",20.6,8.4,48593,54,043
"Logan County, West Virginia",21.4,13.8,47237,54,045
"McDowell County, West Virginia",30.9,5.7,29980,54,047
"Marion County, West Virginia",13.6,25.8,67537,54,049
"Marshall County, West Virginia",15.0,19.1,60329,54,051
"Mason County, West Virginia",17.9,16.2,53454,54,053
"Mercer County, West Virginia",18.0,20.7,47799,54,055
"Mineral County, West Virginia",14.3,22.8,68049,54,057
"Mingo County, West Virginia",29.9,8.3,39527,54,059
"Monongalia County, West Virginia",20.5,47.9,62704,54,061
"Monroe County, West Virginia",15.7,15.4,54508,54,063
"Morgan County, West Virginia",11.0,17.6,63805,54,065
"Nicholas County, West Virginia",17.8,19.0,49280,54,067
"Ohio County, West Virginia",15.7,32.5,57867,54,069
"Pendleton County, West Virginia",16.3,20.5,61738,54,071
"Pleasants County, West Virginia",8.0,14.6,61038,54,073
"Pocahontas County, West Virginia",20.8,15.8,41200,54,075
"Preston County, West Virginia",14.1,17.9,61373,54,077
"Putnam County, West Virginia",10.7,28.4,77871,54,079
"Raleigh County, West Virginia",21.6,21.6,52055,54,081
"Randolph County, West Virginia",14.7,19.0,55057,54,083
"Ritchie County, West Virginia",21.7,12.8,50256,54,085
"Roane County, West Virginia",20.2,14.2,45194,54,087
"Summers County, West Virginia",19.2,16.0,42544,54,089
"Taylor County, West Virginia",14.7,17.4,56807,54,091
"Tucker County, West Virginia",13.2,24.2,53475,54,093
"Tyler County, West Virginia",17.7,15.7,58293,54,095
"Upshur County, West Virginia",18.3,17.4,51859,54,097
"Wayne County, West Virginia",15.7,17.7,55539,54,099
"Webster County, West Virginia",22.1,12.6,42061,54,101
"Wetzel County, West Virginia",16.6,13.5,53341,54,103
"Wirt County, West Virginia",18.3,16.2,54688,54,105
"Wood County, West Virginia",14.8,22.9,56193,54,107
"Wyoming County, West Virginia",22.6,12.0,48038,54,109
